id,reference,hypothesis,BLEU,chrF++
1711,ये सिद्धांत देखते हैं कि कुछ लोगों के बारे में ऐसी कौन-सी बातें हैं जो उन्हें वही चीज़ें करने के लिए कहती हैं जो वे चाहते हैं और उनके माहौल की कौनसी सी बाते हैं जो वे उन्हें कुछ चीज़ें करने या नहीं करने के लिए कहती हैं,कृपया देखें कि यह कुछ लोगों के बारे में क्या है जो उन्हें उन चीजों को चाहते हैं जो वे करते हैं और उनके वातावरण में क्या चीजें उन्हें कुछ चीजें करने या न करने के लिए मजबूर करती हैं।,16.5881,43.3519
1685,उदाहरण के लिए दुनिया में सबसे ज़्यादा इस्तेमाल होने वाला फ़ोटोग्राफ़ी फ़ॉर्मेट 35mm है यह एनालॉग फिल्म दौर के आखिर में काफी प्रचलित था,"उदाहरण के लिए, दुनिया में सबसे आम स्थिर छवि फोटोग्राफी प्रारूप 35 मिमी है, जो एनालॉग फिल्म युग के अंत में प्रमुख फिल्म आकार था।",10.6898,39.0652
1992,विशेष रूप से सवाना पर बेहतरीन अफ़्रीकी वन्य जीवन को संपूर्ण रूप से देखने के लिए आमतौर पर सफ़ारी शब्द का उपयोग किया जाता है,सफारी शब्द लोकप्रिय लूज़ में विशेष रूप से सवाना पर अद्भुत अफ्रीकी वन्यजीवों को देखने के लिए भूमिगत यात्रा को संदर्भित करता है।,19.9846,42.8308
2005,लेकिन उन पक्षियों के बारे में बहुत सी चीजें हैं जो अभी भी डायनासोर जैसे दिखते हैं,"लेकिन उनके बारे में बहुत सी चीजें हैं, बर्फ एक डायनासोर की तरह लग रही थी।",30.2770,48.2763
1982,महिलाएं यह अनुशंसा की जाती है कि कोई भी महिला यात्री वास्तविक वैवाहिक स्थिति के बावजूद कहती है कि वह विवाहित है,महिलाओं: यह अनुशंसित है कि किसी भी महिला यात्री को यह कहना चाहिए कि वे वास्तविक वैवाहिक स्थिति की परवाह किए बिना शादीशुदा हैं।,11.6015,48.6777
1674,कुछ क्षेत्रों में पानी को एक मिनट के लिए उबालना काफी होता है अन्य क्षेत्रों में कई मिनट तक उबलाने की आवश्यकता होती है,कुछ क्षेत्रों में एक मिनट के लिए उबलता हुआ पानी पर्याप्त है और अन्य में कई मिनट की आवश्यकता होती है।,23.0660,54.9456
1952,जो भी ऊंचाई या पहाड़ी दर्रे पर गाड़ी चलाने जा रहा है उसे हिम बर्फ या ठंड के तापमान की संभावना के विचार को मन में रखना चाहिए,"जो कोई भी गर्म अक्षांशों पर या पहाड़ी दर्रे पर गाड़ी चलाने जा रहा है उसे बर्फ, बर्फ या ठंढ की तापमान की संभावना पर विचार करना चाहिए।",39.3075,61.4811
1752,जिस कारण दो मछली की प्रजातियां विलुप्त हो गई हैं और अन्य दो लुप्तप्राय हो गई हैं जिसमें हंपबैक चूब भी शामिल है,"नतीजतन, दो मछली प्रजातियां विलुप्त हो गई हैं और दो अन्य लुप्तप्राय हो गई हैं, जिनमें हंपबैक चब भी शामिल है।",37.2233,67.7881
1729,उदाहरण के लिए नॉर्थ कैरोलिना के बेनेट स्कूल के हज़ारों स्टूडेंट्स हर साल राज्य की राजधानी की अपनी यात्रा के बारे में एक वेबसाइट डिज़ाइन करते हैं वेबसाइट हर साल फिर से तैयार की जाती है लेकिन कुछ पुराने वर्ज़न्स को स्क्रेपबुक के रूप में इस्तेमाल करने के लिए ऑनलाइन रखा जाता है,"उदाहरण के लिए, हर साल, उत्तरी कैरोलिना में बेनेट स्कूल के छात्र राज्य की राजधानी की अपनी यात्रा के बारे में एक वेबसाइट डिजाइन करते हैं, हर साल वेबसाइट को फिर से तैयार किया जाता है, लेकिन पुराने संस्करणों को एक स्क्रैपबुक के रूप में सेवा करने के लिए ऑनलाइन रखा जाता है।",38.4408,64.0083
1790,उनका काम ऐसी गुणवत्ता और विस्तार के पहचान का है कि वह टिकट संग्रहकर्ताओं के बीच बहुत कम घरेलू नामों में से एक है कुछ उनके काम को अकेले बटोरने में माहिर हैं,"उनका काम इतनी मान्यता प्राप्त गुणवत्ता और विवरण है कि वह फिलाटलिस्टों के बीच बहुत कम घरेलू नामों में से एक है, कुछ अकेले उनके काम को इकट्ठा करने में विशेषज्ञ हैं।",39.5998,55.3487
1789,अन्य नामांकनों में बेस्ट पिक्चर डायरेक्टर सिनेमेटोग्राफ़ी कॉस्ट्यूम डिज़ाइन फ़िल्म-संपादन मूल स्कोर प्रोडक्शन डिज़ाइन ध्वनि संपादन ध्वनि मिश्रण और ओरिजनल स्क्रीनप्ले शामिल हैं,"अन्य नामांकनों में सर्वश्रेष्ठ फिल्म, निर्देशक, सिनेमैटोग्राफी, पोशाक डिजाइन, फिल्म संपादन, मूल स्कोर, उत्पादन डिजाइन, ध्वनि संपादन, ध्वनि मिश्रण और मूल पटकथा शामिल हैं।",9.3514,41.9042
1909,वर्चुअल टीमों को भी परंपरागत टीमों की तरह ही उत्कृष्टता के समान मानकों पर रखा जाता है लेकिन उनमें बारीक अंतर होते हैं,"आभासी टीमों को पारंपरिक टीमों के समान उत्कृष्टता के मानक के लिए रखा जाता है, लेकिन इसमें सूक्ष्म अंतर होते हैं।",11.4348,45.7515
1897,उत्तर में यह क्षेत्र साहेल और दक्षिण और पश्चिम में अटलांटिक महासागर से घिरा है,"उत्तर में, यह क्षेत्र साहेल और दक्षिण और पश्चिम में अटलांटिक महासागर से घिरा हुआ है।",71.7284,91.7152
1680,एक पूरी तरह से विकसित एथलीट की तरह बाघ चढ़ाई कर सकता है हालाँकि अच्छी तरह से नहीं तैर सकता है बड़ी दूरी तक छलांग लगा सकता है और एक शक्तिशाली मनुष्य के पाँच गुना बल के साथ खींच सकता है,"एक अच्छी तरह से गोल एथलीट, बाघ चढ़ सकता है, हालांकि अच्छी तरह से नहीं, तैर सकता है, बड़ी दूरी पर कूद सकता है और एक मजबूत मानव की पांच गुना ताकत के साथ खींच सकता है।",23.6814,49.1534
1953,बाद में उन्हें कैम्ब्रिज में एडेनब्रुक के अस्पताल में स्थानांतरित कर दिया गया,बाद में उन्हें कैम्ब्रिज के एडनब्रूक्स अस्पताल में स्थानांतरित कर दिया गया।,50.1651,75.8124
1740,बच्चों के लिए बनी जगह में पिरामिड साउंड एंड लाइट शो सबसे दिलचस्प चीज़ों में से एक है,पिरामिड साउंड एंड लाइट शो बच्चों के लिए इस क्षेत्र में सबसे दिलचस्प चीजों में से एक है।,36.1917,71.4428
1717,अंडरवॉटर टोपोलॉजी के कारण कुछ गहरे सेक्शन्स में रिटर्न फ़्लो सांद्र होता है और यहां से गहरे पानी में तेज़ प्रवाह हो सकता है,"पानी के नीचे की टोपोलॉजी के कारण, वापसी प्रवाह कुछ गहरे खंडों पर केंद्रित होता है और गहरे पानी के लिए एक तेज धारा वहां बन सकती है।",10.3732,38.6093
1987,पहाड़ी इलाकों में ज़्यादा दुर्घटना हुई इसकी वजह आपसी दुश्मनी को माना जाता है,दुर्घटना पहाड़ी इलाके में हुई और माना जाता है कि यह शत्रुतापूर्ण आग का परिणाम था।,11.2513,37.8963
1990,ब्लॉग से छात्र लेखन में सुधार करने में भी मदद मिल सकती है जहां छात्र अपने ब्लॉग अनुभव की शुरुआत अक्सर बेतरतीब व्याकरण और वर्तनी के साथ करते हैं वहीं दर्शकों की मौजूदगी से इसमें आम तौर पर बदलाव आता है,"ब्लॉग छात्रों के लेखन में सुधार करने में भी मदद कर सकते हैं, जबकि छात्र अक्सर अपने ब्लॉग अनुभव की शुरुआत लापरवाह व्याकरण और वर्तनी से करते हैं, दर्शकों की उपस्थिति आम तौर पर इसे बदल देती है।",32.1569,56.7003
1752,जिस कारण दो मछली की प्रजातियां विलुप्त हो गई हैं और अन्य दो लुप्तप्राय हो गई हैं जिसमें हंपबैक चूब भी शामिल है,"नतीजतन, दो मछली प्रजातियां विलुप्त हो गई हैं और दो अन्य लुप्तप्राय हो गई हैं, जिनमें हम्पबैक चब भी शामिल है।",36.6634,64.1703
2005,लेकिन उन पक्षियों के बारे में बहुत सी चीजें हैं जो अभी भी डायनासोर जैसे दिखते हैं,लेकिन पक्षियों के बारे में बहुत सी चीजें हैं जो अभी भी डायनासोर की तरह दिखती हैं।,68.8966,77.4099
1678,ओलिवर सैक्स ने अपने पेपर द प्रेसिडेंट स्पीच में संकेत दिया कि कैसे जो लोग दिमागी नुकसान के कारण भाषण को समझ नहीं पाते हैं फिर भी वे ईमानदारी का सही आकलन कर पाते हैं,"ओलिवर सैक्स ने अपने पेपर द प्रेसिडेंट स्पीच में संकेत दिया कि कैसे लोग जो मस्तिष्क क्षति के कारण भाषण को समझने में असमर्थ हैं, फिर भी ईमानदारी का सटीक मूल्यांकन करने में सक्षम हैं।",45.0721,62.2725
1701,"माना जाता है कि ईरान की ज़ाग्रोस पहाड़ियों में 10,000 साल पहले बकरी पालन की शुरुआत हुई थी",ऐसा प्रतीत होता है कि बकरियों को पहली बार लगभग दस हजार साल पहले ईरान के ज़ाग्रोस पर्वत में पालतू बनाया गया था।,5.3569,31.0827
1895,जैसे-जैसे ग्रीक का ज्ञान घटता गया पश्चिम ने खुद को अपनी ग्रीक दार्शनिक और वैज्ञानिक जड़ों से कटा हुआ पाया,"जैसे-जैसे ग्रीक का ज्ञान घटता गया, पश्चिम ने खुद को अपनी ग्रीक दार्शनिक और वैज्ञानिक जड़ों से अलग पाया।",74.8329,85.8574
1710,पिछले हफ्ते meti ने घोषणा की कि apple ने 34 ओवरहीटिंग के मामले सामने आये है  जिसे कंपनी ने गंभीरता से नहीं लिया ।,"पिछले हफ़्ते, एमेटी ने घोषणा की कि एप्पल ने इसे 34 अतिरिक्त ओवरहीटिंग घटनाओं के बारे में सूचित किया था जिन्हें कंपनी ने 'गैर-गंभीर' कहा था।",12.0226,36.0613
1975,वेटिकन सिटी की जनसंख्या लगभग 800 है यह विश्व का सबसे कम जनसंख्या वाला सबसे छोटा स्वतंत्र राष्ट्र है,वेटिकन सिटी की आबादी लगभग आठ सौ है। यह दुनिया का सबसे छोटा स्वतंत्र देश है और इसकी आबादी,15.2263,39.8512
1720,हॉट चॉकलेट बेल्जियम के मानकों पर बनी है फलों का जूस महंगा है लेकिन बहुत अच्छा है,गर्म चॉकलेट बेल्जियम के मानकों के अनुरूप है। फल का रस महंगा है लेकिन उत्कृष्ट है।,21.5071,50.6676
1723,1889 में यह बंदरगाह कुख्यात नौसैनिक गतिरोध का ठिकाना था उस समय जर्मनी अमेरिका और ब्रिटेन के सात जहाजों ने इस बंदरगाह से जाने से इनकार कर दिया था,"यह बंदरगाह 1889 में एक कुख्यात नौसैनिक गतिरोध का स्थल था जब जर्मनी, अमेरिका और ब्रिटेन के सात जहाजों ने बंदरगाह छोड़ने से इनकार कर दिया था।",41.3873,69.1987
1769,तीसरी शताब्दी ईसा पूर्व में मिस्रियों द्वारा निर्मित ग्रेट पिरामिड मृत फिरौन का सम्मान करने के लिए निर्मित कई बड़ी पिरामिड संरचनाओं में से एक है,"ईसा पूर्व तीसरी शताब्दी में मिस्रियों द्वारा निर्मित, ग्रेट पिरामिड मृत फिरौन के सम्मान में निर्मित कई बड़े पिरामिड संरचनाओं में से एक है।",38.2722,75.6081
1794,ऐसी संस्कृति को सभ्यता कहते हैं जो लोगों के एक बड़े समूह में साझा की जाती है यहां लोग आपसी सहयोग करते हुए समाज में रहते हैं और मिलकर काम करते हैं,एक सभ्यता एक महत्वपूर्ण बड़े समूह के लोगों द्वारा साझा की गई एक विशिष्ट संस्कृति है जो एक समाज में सहकारिता से रहते और काम करते हैं।,5.5694,36.7436
1882,वैज्ञानिकों को यह समझने की उम्मीद है कि ग्रह कैसे बनते हैं खासकर पृथ्वी कैसे बनी चूंकि धूमकेतु पृथ्वी से बहुत पहले टकरा चुके थे,"विज्ञान यह समझने की उम्मीद करता है कि ग्रह कैसे बनते हैं, विशेष रूप से कैसे पृथ्वी बनती है जब से धूमकेतु लंबे समय पहले पृथ्वी से टकराए थे।",26.9236,52.0941
1890,अधिकांश आधुनिक अनुसंधान दूरबीनों में अनुकूल वायुमंडलीय परिस्थितियों के साथ दूरदराज के क्षेत्रों में काम करने के लिए बहुत सुविधाएं हैं,अधिकांश आधुनिक अनुसंधान दूरबीन अनुकूल वायुमंडलीय परिस्थितियों वाले दूरदराज के क्षेत्रों में विशाल सुविधाएं हैं।,20.8730,65.9750
1849,अगर आपने फ़िल्म नेशनल ट्रेज़र देखी है तो आपको लगेगा कि स्वतंत्रता के घोषणा-पत्र के पीछे एक ख़ज़ाने का नक्शा लिखा गया था,"यदि आपने फिल्म नेशनल ट्रेजर देखी है, तो आपको लगता है कि स्वतंत्रता की घोषणा के पीछे एक खजाने का नक्शा लिखा गया था।",18.5567,61.2153
1893,सुंदरबन दुनिया का सबसे बड़ा तटीय मैंग्रोव क्षेत्र है जो तट से बांग्लादेशी और भारतीय पहाड़ी क्षेत्र में 80 किमी 50 मील तक फैला हुआ है।,सुंदारबिन दुनिया की सबसे बड़ी तटीय मैंग्रोव बेल्ट है जो तट से बांग्लादेश और भारतीय अंतर्देशीय क्षेत्र में 80 किलोमीटर (50 मील) तक फैली हुई है।,16.9749,56.0394
1667,आम शब्दों में जब प्रबंधक अपने पूर्व सहयोगियों का नेतृत्व करना शुरू करते हैं तो दो तरह के बर्ताव सामने आते हैं. स्पेक्ट्रम का एक सिरा  उन लड़कों में से एक” या लड़कियों में से एक बने रहने की कोशिश कर रहा है,"आम तौर पर, दो व्यवहार सामने आ सकते हैं क्योंकि प्रबंधक अपने पूर्व साथियों का नेतृत्व करना शुरू कर देते हैं। स्पेक्ट्रम का एक छोर लड़कों या लड़कियों में से एक बने रहने की कोशिश कर रहा है।",35.3904,60.0061
1893,सुंदरबन दुनिया का सबसे बड़ा तटीय मैंग्रोव क्षेत्र है जो तट से बांग्लादेशी और भारतीय पहाड़ी क्षेत्र में 80 किमी 50 मील तक फैला हुआ है।,सुंदरबिन दुनिया की सबसे बड़ी तटीय मैंग्रोव बेल्ट है जो बांग्लादेश और भारतीय अंतर्देशीय क्षेत्र में 80 किलोमीटर तक फैली हुई है।,9.7253,49.1026
1722,इस साल की शुरुआत में 53 साल के कुओमो ने अपना शासनकाल शुरू किया और पिछले महीने समलैंगिक विवाह को वैध बनाने वाले बिल पर हस्ताक्षर किए,"कुओमो, 53 वर्ष के, ने इस वर्ष की शुरुआत में अपने गवर्नरशिप की शुरुआत की और पिछले महीने समलैंगिक विवाह को वैध बनाने वाले एक विधेयक पर हस्ताक्षर किए।",33.9498,59.2367
1778,टेलीविजन रिपोर्टों में प्लांट से निकलने वाला सफेद धुआं दिखाया गया है,टेलीविजन रिपोर्टों में संयंत्र से सफेद धुआं आने की सूचना दी गई है।,15.1332,45.1833
1830,सत्ताधारी दल साउथ वेस्ट अफ्रीका पीपल आर्गेनाइजेशन स्वापो ने संसदीय चुनाव में बहुमत पाया,सत्तारूढ़ पार्टी दक्षिण-पश्चिम अफ्रीका पीपुल्स ऑर्गनाइजेशन ने भी संसदीय चुनावों में बहुमत बनाए रखा।,7.1418,38.6213
1841,ऊपर साफ़ वातावरण सुंदर आसमान और आस-पास के कई पहाड़ों के अलावा और कुछ भी नहीं नज़र आता है इसलिए इस गुफ़ा के अंदर से दुनिया का छोटा सा हिस्सा ही देखा या सुना जा सकता है,ऊपर के साफ और सुंदर आकाश और आसपास के कई पहाड़ों के अलावा कुछ भी नहीं देखा जा सकता है। इस दुनिया के बहुत कम को गुफा के अंदर से देखा या सुना जा सकता है।,27.0417,50.8737
1866,सबसे पहले अधिकांश सवार हील और एक चिकनी काफी पतले तले वाले राइडिंग बूट्स पहनते हैं,"सबसे पहले, अधिकांश राइडर्स एक ऊँची एड़ी और एक चिकनी, काफी संकीर्ण तल के साथ सवारी जूते पहनते हैं।",9.5604,40.9374
1712,"1966 से सुंदरबन वन्यजीव अभ्यारण बन गया है और एक आकलन के अनुसार इस इलाके में अब लगभग 400 रॉयल बंगाल टाइगर्स और लगभग 30,000 चीतल हैं",सन् १९६६ के बाद से सुंदरबन्स वन्यजीव अभयारण्य रहा है और यह अनुमान लगाया जाता है कि अब इस क्षेत्र में चार सौ शाही बंगाल बाघ और लगभग तीस हजार धब्बेदार हिरण हैं।,4.0907,28.5723
1831,प्लिटवाइस नेशनल पार्क घने जंगल से घिरा है जहां मुख्य रूप से बीच स्प्रूस और फ़र के पेड़ लगे हुए हैं और यहां अल्पाइन और भूमध्य वनस्पति मिलती हैं,"प्लिटवाइस लेक्स नेशनल पार्क भारी जंगल से भरा है, मुख्य रूप से बूक, स्प्रूस और फिर के पेड़ों के साथ और इसमें अल्पाइन और भूमध्यसागरीय वनस्पति का मिश्रण है।",8.9290,50.7090
1939,तथा क्रांति के बाद व्यवसाय सभी पुरुष आवेदकों के लिए खुले थे जिसमें सबसे महत्त्वाकांक्षी और सफल होने वाले सफल हो सकते थे,"क्रांति के बाद भी सभी पुरुष आवेदकों के लिए व्यवसाय खुले थे, जिससे सबसे महत्वाकांक्षी और सफल को सफल होने की अनुमति मिली।",25.9249,61.5168
1870,पिरामिडों पर दृश्य प्रदर्शित किए जाते हैं और विभिन्न पिरामिड दिखाए जाते हैं,दृश्यों को पिरामिडों पर प्रदर्शित किया जाता है और विभिन्न पिरामिडों को रोशन किया जाता है।,7.3140,50.1101
1941,ये जोड़े अपने बच्चे के लिए गोद लेने की योजना बनाने का विकल्प चुन सकते हैं,ये जोड़े अपने बच्चे के लिए गोद लेने की योजना बना सकते हैं।,59.8556,73.1435
1911,इसी तरह से शेंगेन का वीज़ा होने पर आपको शेंगेन सदस्य देशों के लिए अलग-अलग वीज़ा का आवदेन नहीं देना पड़ता है जिससे समय पैसे और कागज़ी कार्रवाई की बचत होती है,"इसी तरह, शेगेन वीजा होने के कारण, आपको शेगेन के प्रत्येक सदस्य देश के लिए अलग-अलग वीजा के लिए आवेदन करने की आवश्यकता नहीं है, इसलिए समय, धन और कागजी कार्रवाई की बचत होती है।",10.9903,43.9320
1698,ब्रह्मांड की सभी वस्तुएं पदार्थ से बनी हैं सारे पदार्थ सूक्ष्तम कणों से बनें हैं जिन्हें अणु कहा जाता है,"ब्रह्मांड में सब कुछ पदार्थ से बना है, सभी पदार्थ परमाणुओं नामक छोटे कणों से बने हैं।",6.4643,34.7090
1750,यह खोज पक्षियों में पंखों के विकास की पूरी जानकारी भी प्रदान करती है,यह खोज पंखों और पक्षियों के विकास के बारे में भी जानकारी देती है।,9.8375,49.1965
1803,आपके हाथों की नमी बाहरी परतों के साथ क्रिया करेगी जो अजीब महसूस करेगी और एक तरह का आवरण बनाएगी,आपके हाथों पर नमी बाहरी परतों के साथ प्रतिक्रिया करेगी जो अजीब लगेगी और एक तरह का खोल बनाएगी।,38.4896,66.8529
1792,इसे केमिकल का ph कहा जाता है आप लाल गोभी के जूस का इस्तेमाल करके एक संकेतक बना सकते हैं,"इसे रसायनों का पीएच कहा जाता है, आप लाल गोभी के रस का उपयोग करके एक सूचक बना सकते हैं।",21.2700,48.9181
1757,केवल जर्म-लाइन कोशिकाओं में वृद्धि बच्चों तक पहुंच सकती है जबकि अन्य कहीं होने वाली वृद्धि से कोशिकाएं नष्ट हो सकती हैं या कैंसर हो सकता है,"केवल जर्मलाइन कोशिकाओं में उत्परिवर्तन बच्चों को दिया जा सकता है, जबकि अन्य जगहों पर उत्परिवर्तन कोशिका मृत्यु या कैंसर का कारण बन सकते हैं।",5.8793,36.5581
1860,राज्यपाल के कार्यालय ने बताया कि घायलों में से उन्नीस पुलिस अधिकारी थे,गवर्नर के कार्यालय ने कहा कि घायलों में से 19 पुलिस अधिकारी थे।,31.1709,60.6977
1798,इसके शुरुआती दिनों में इस शो को केवल लंबे समय तक चलने वाली इंटरनेट रेडियो साइट toginet रेडियो टॉक रेडियो पर केंद्रित एक साइट पर फ़ीचर किया गया था,"अपने शुरुआती दिनों में, शो को केवल लंबे समय से चलने वाली इंटरनेट रेडियो साइट टोकिएनेट रेडियो पर चित्रित किया गया था, जो टॉक रेडियो पर केंद्रित एक साइट थी।",44.6403,71.4035
1824,गीज़ा पठार  गीज़ा नेक्रोपोलिस” या मृतकों की मिस्र की घाटी में कई पिरामिड जिनमें से द ग्रेट पिरामिड सबसे बड़ा है कई छोटी कब्रें कई मंदिर और महान स्फिंक्स हैं,"गिज़ा पठार या गिज़ा नेक्रोपोलिस में, मिस्र की मृतकों की घाटी में, कई पिरामिड हैं, जिनमें से महान पिरामिड सबसे बड़ा है, कई कब्रें, कई मंदिर और महान स्फिंक्स।",22.3152,64.6795
1941,ये जोड़े अपने बच्चे के लिए गोद लेने की योजना बनाने का विकल्प चुन सकते हैं,ये जोड़े अपने बच्चे के लिए गोद लेने की योजना बना सकते हैं।,59.8556,73.1435
