id,reference,hypothesis,BLEU,chrF++
1776,ಇಡೀ ರಾತ್ರಿ 150 ರಿಂದ 200 ಪ್ರತಿಗಳನ್ನು ಮಾಡಲಾಯಿತು ಇದನ್ನು ಈಗ ಡನ್‌ಲಾಪ್ ಬ್ರಾಡ್‌ಸೈಡ್ಸ್ ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ,ರಾತ್ರಿಯಿಡೀ 150 ರಿಂದ 200 ಪ್ರತಿಗಳು ಈಗ ಡನ್ಲಾಪ್ ಬ್ರಾಡ್ಸೈಡ್ಸ್ ಎಂದು ಕರೆಯಲ್ಪಡುತ್ತವೆ.,13.2160,49.2445
1729,ಉದಾಹರಣೆಗೆ ಪ್ರತಿ ವರ್ಷವೂ ದಕ್ಷಿಣ ಕ್ಯಾರೋಲಿನಾದ ಬೆನ್ನೆಟ್ ಶಾಲೆಯ ವಿದ್ಯಾರ್ಥಿಗಳು ರಾಜ್ಯ ರಾಜಧಾನಿಯ ತಮ್ಮ  ಪ್ರವಾಸದ ಬಗ್ಗೆ  ಒಂದು ವೆಬ್‌ಸೈಟ್‌ ಅನ್ನು ರಚಿಸುತ್ತಾರೆ.ಪ್ರತಿ ವರ್ಷವೂ ವೆಬ್‌ಸೈಟ್ ಪುನರ್ ವಿನ್ಯಾಸಗೊಳ್ಳುತ್ತದೆ ಮತ್ತು ಹಿಂದಿನ  ವಿನ್ಯಾಸಗಳನ್ನು  ಸ್ಕ್ರ್ಯಾಪ್‍‌ಬುಕ್‍‌ನಂತೆ ಬಳಸಲು  ಹಾಗೇ ಉಳಿಸಿರುತ್ತಾರೆ,"ಉದಾಹರಣೆಗೆ, ಪ್ರತಿವರ್ಷ, ಉತ್ತರ ಕೆರೊಲಿನಾದ ಬೆನೆಟ್ ಸ್ಕೂಲ್ನ ವಿದ್ಯಾರ್ಥಿಗಳು ರಾಜ್ಯ ರಾಜಧಾನಿಗೆ ತಮ್ಮ ಪ್ರವಾಸದ ಬಗ್ಗೆ ಒಂದು ವೆಬ್ಸೈಟ್ ಅನ್ನು ವಿನ್ಯಾಸಗೊಳಿಸುತ್ತಾರೆ. ಪ್ರತಿವರ್ಷ, ವೆಬ್ಸೈಟ್ ಅನ್ನು ಮರುರೂಪಿಸಲಾಗುತ್ತದೆ, ಆದರೆ ಹಳೆಯ ಆವೃತ್ತಿಗಳನ್ನು ಸ್ಕ್ರ್ಯಾಪ್ಬುಕ್ ಆಗಿ ಸೇವೆ ಸಲ್ಲಿಸಲು ಆನ್ಲೈನ್ನಲ್ಲಿ ಇರಿಸಲಾಗುತ್ತದೆ.",8.7002,46.3131
1855,"ಸಿಂಹ ಹೆಮ್ಮೆಗಳು ತೋಳಗಳ ಅಥವಾ ನಾಯಿಗಳ ಕಟ್ಟುಗಳಂತೆ ವರ್ತಿಸುತ್ತವೆ,ನಡವಳಿಕೆಯಲ್ಲಿ ಸಿಂಹಗಳಿಗೆ ಆದರೆ ಇತರ ದೊಡ್ಡ ಬೆಕ್ಕುಗಳಲ್ಲ ಆಶ್ಚರ್ಯಕರವಾಗಿ ಹೋಲುವ ಪ್ರಾಣಿಗಳು ಮತ್ತು ಅವುಗಳ ಬೇಟೆಗೆ ತುಂಬಾ ಮಾರಕ","ಲಯನ್ ಪ್ರೈಡ್ಗಳು ತೋಳಗಳು ಅಥವಾ ನಾಯಿಗಳ ಹಿಂಡುಗಳಂತೆ ವರ್ತಿಸುತ್ತವೆ, ಪ್ರಾಣಿಗಳು ಸಿಂಹಗಳಿಗೆ ಆಶ್ಚರ್ಯಕರವಾಗಿ ಹೋಲುತ್ತವೆ, ಆದರೆ ಇತರ ದೊಡ್ಡ ಬೆಕ್ಕುಗಳ ನಡವಳಿಕೆಯಲ್ಲ ಮತ್ತು ತಮ್ಮ ಬೇಟೆಗೆ ಬಹಳ ಮಾರಕವಾಗಿದೆ.",9.8493,57.1196
1919,ಆಫ್ರಿಕಾದ ಕೆಲವು ಅಗ್ಗದ ಬೆಲೆಯ ಮೌಂಟೇನ್ ಗೊರಿಲ್ಲಾ ಟ್ರ್ಯಾಕಿಂಗ್ನೊಂದಿಗೆ ನೈರಾಗೊಂಗೊ ಜ್ವಾಲಾಮುಖಿಯನ್ನು ಏರಲು ಈ ನಗರವು ಕೂಡ ಬುಡನೆಲೆಯೆನಿಸಿದೆ,ಈ ನಗರವು ಆಫ್ರಿಕಾದ ಕೆಲವು ಅಗ್ಗದ ಪರ್ವತ ಗೊರಿಲ್ಲಾ ಕಳ್ಳಸಾಗಣೆಗಳೊಂದಿಗೆ ನೈರೈಗಾಂಗೊ ಜ್ವಾಲಾಮುಖಿಯನ್ನು ಏರಲು ಆಧಾರವಾಗಿದೆ.,16.1806,50.2874
1802,ಅಂತರ್ಜಾಲ ಸಮೂಹ ಸಂವಹನ ಮತ್ತು ವ್ಯಕ್ತಿಗಳ ನಡುವಿನ ಸಂವಹನ ಇವೆರಡರ ಅಂಶಗಳನ್ನು ಒಟ್ಟುಗೂಡಿಸುತ್ತದೆ,ಅಂತರ್ಜಾಲವು ಸಾಮೂಹಿಕ ಮತ್ತು ಅಂತರ-ವ್ಯಕ್ತಿ ಸಂವಹನ ಎರಡರ ಅಂಶಗಳನ್ನು ಸಂಯೋಜಿಸುತ್ತದೆ.,5.6148,38.4148
1711,ಕೆಲವು ಜನರು ನಿರ್ದಿಷ್ಟವಾಗಿ ಯಾವ ಕಾರ್ಯಗಳನ್ನು ನಡೆಸಲು ಬಯಸುತ್ತಾರೆ ಮತ್ತು ನಿರ್ದಿಷ್ಟ ಕಾರ್ಯಗಳನ್ನು ಕೈಗೊಳ್ಳಲು ಅಥವಾ ಕೈಗೊಳ್ಳದಿರಲು ಅವರ ಪರಿಸರದಲ್ಲಿನ ಯಾವೆಲ್ಲಾ ಅಂಶಗಳು ಅವರ ಮೇಲೆ ಪ್ರಭಾವ ಬೀರುತ್ತವೆ ಎಂಬುದರ ಮೇಲೆ ಈ ಸಿದ್ದಾಂತಗಳು ಬೆಳಕು ಚೆಲ್ಲುತ್ತವೆ,"ಈ ಲೇಖನಗಳು ಕೆಲವು ಜನರ ಬಗ್ಗೆ ಏನಿದೆ ಎಂದು ನೋಡುತ್ತವೆ, ಅವರು ಮಾಡುವ ಕೆಲಸಗಳನ್ನು ಅವರು ಬಯಸುತ್ತಾರೆ ಮತ್ತು ಅವರ ಪರಿಸರದಲ್ಲಿ ಏನು ಮಾಡುತ್ತದೆ ಅಥವಾ ಕೆಲವು ಕೆಲಸಗಳನ್ನು ಮಾಡುವುದಿಲ್ಲ.",3.6545,28.4005
1685,ಉದಾಹರಣೆಗೆ ವಿಶ್ವದ ಅತ್ಯಂತ ಸಾಮಾನ್ಯವಾದ ಸ್ಟಿಲ್ ಇಮೇಜ್ ಫೋಟೋಗ್ರಫಿ ಸ್ವರೂಪವು 35 ಮಿಮೀ ಆಗಿದೆ ಇದು ಅನಲಾಗ್ ಫಿಲ್ಮ್ ಯುಗದ ಕೊನೆಯಲ್ಲಿ ಚಲನಚಿತ್ರ ಪರದೆಯ ಗಾತ್ರದ್ದಾಗಿತ್ತು,"ಉದಾಹರಣೆಗೆ, ವಿಶ್ವದ ಅತ್ಯಂತ ಸಾಮಾನ್ಯವಾದ ಸ್ಥಿರ ಚಿತ್ರ ಛಾಯಾಗ್ರಹಣ ಸ್ವರೂಪವು 35 ಮಿಮೀ ಆಗಿದೆ, ಇದು ಅನಲಾಗ್ ಚಲನಚಿತ್ರ ಯುಗದ ಕೊನೆಯಲ್ಲಿ ಪ್ರಬಲವಾದ ಚಲನಚಿತ್ರ ಗಾತ್ರವಾಗಿತ್ತು.",19.8579,59.2640
1992,"ಸಫಾರಿ ಪದದ ಜನಪ್ರಿಯ ಉಪಯೋಗ,ಭೂಮಾರ್ಗವಾಗಿ ಸಾಗುತ್ತ ಆಫ್ರಿಕಾದ ಬೆರಗುಗೊಳಿಸುವ ಕಾಡುಮೃಗಗಳ ವೀಕ್ಷಣೆ ಮಾಡುವುದು ಅದರಲ್ಲೂ ಹುಲ್ಲುಗಾವಲಿನಲ್ಲಿ ಎಂಬುದಾಗುತ್ತದೆ","ಸಫಾರಿ ಮತ್ತು ಜನಪ್ರಿಯ ಲೂಸ್ ಎಂಬ ಪದವು ಅದ್ಭುತವಾದ ಆಫ್ರಿಕನ್ ವನ್ಯಜೀವಿಗಳನ್ನು ನೋಡಲು ಭೂಗತ ಪ್ರಯಾಣವನ್ನು ಸೂಚಿಸುತ್ತದೆ, ವಿಶೇಷವಾಗಿ ಸವನ್ನಾದಲ್ಲಿ.",3.0098,21.1521
2005,ಆದರೆ ಇನ್ನೂ ಡೈನೋಸಾರ್‌ನಂತೆ ಕಾಣುವ ಪಕ್ಷಿಗಳ ಬಗ್ಗೆ ಹೆಚ್ಚು ವಿಷಯಗಳಿವೆ,"ಆದರೆ ಅದರ ಬಗ್ಗೆ ಬಹಳಷ್ಟು ವಿಷಯಗಳಿವೆ, ಹಿಮವು ಡೈನೋಸಾರ್ನಂತೆ ಕಾಣುತ್ತದೆ.",5.5224,38.9551
1982,ಮಹಿಳೆ ಮಹಿಳಾ ಪ್ರವಾಸಿಗರು ತಮ್ಮ ನಿಜವಾದ ವೈವಾಹಿಕ ಸ್ಥಾನಮಾನ ಎನೇ ಇದ್ದರೂ ತಾವು ವಿವಾಹಿತರು ಎಂದು ಹೇಳಿಕೊಳ್ಳುವುದು ಸೂಕ್ತವಾಗಿದೆ,ಮಹಿಳೆಯರು: ಯಾವುದೇ ಮಹಿಳಾ ಪ್ರಯಾಣಿಕರು ನಿಜವಾದ ವೈವಾಹಿಕ ಸ್ಥಿತಿಯನ್ನು ಲೆಕ್ಕಿಸದೆ ಅವರು ವಿವಾಹಿತರು ಎಂದು ಹೇಳಬೇಕೆಂದು ಶಿಫಾರಸು ಮಾಡಲಾಗಿದೆ.,7.3140,41.1220
1674,ಕೆಲವು ಪ್ರದೇಶಗಳಲ್ಲಿ ಒಂದು ನಿಮಿಷ ಕುದಿಯುವ ನೀರು ಸಾಕು ಇತರ ಪ್ರದೇಶಗಳಲ್ಲಿ ಇದು ಹಲವಾರು ನಿಮಿಷಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳುತ್ತದೆ,"ಕೆಲವು ಪ್ರದೇಶಗಳಲ್ಲಿ, ಒಂದು ನಿಮಿಷಕ್ಕೆ ಕುದಿಯುವ ನೀರು ಸಾಕಾಗುತ್ತದೆ ಮತ್ತು ಇತರವುಗಳಿಗೆ ಹಲವಾರು ನಿಮಿಷಗಳು ಬೇಕಾಗುತ್ತವೆ.",8.8892,50.6701
1952,ಅತಿ ಎತ್ತರದ ಪ್ರದೇಶಗಳಿಗೆ ಹೋಗುವವರು ಅಥವಾ ಬೆಟ್ಟಗಳನ್ನು ದಾಟಿ ಮುಂದೆ ಹೋಗುವವರು ಹಿಮ ಮಂಜುಗಡ್ಡೆ ಅಥವಾ ಮರಗಟ್ಟಿಸುವ ಶೀತೋಷ್ಣದ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಬೇಕು,"ಬಿಸಿ ಅಕ್ಷಾಂಶದಲ್ಲಿ ಅಥವಾ ಪರ್ವತದ ಪಾಸ್ಗಳ ಮೇಲೆ ಚಾಲನೆ ಮಾಡಲು ಹೋಗುವ ಯಾರಾದರೂ ಹಿಮ, ಐಸ್ ಅಥವಾ ಶೀತ ತಾಪಮಾನದ ಸಾಧ್ಯತೆಯನ್ನು ಪರಿಗಣಿಸಬೇಕು.",2.6643,17.1208
1752,ಇದರ ಫಲಿತಾಂಶವಾಗಿ ಹ್ಯಾಂಪ್‌ಬ್ಯಾಕ್‌ ಚಬ್‌ ಸೇರಿದಂತೆ ಎರಡು ಮೀನು ಪ್ರಭೇದಗಳು ಅಳಿದವು ಮತ್ತು ಎರಡು ಇತರೆ ಅಳಿವಿನಂಚಿನಲ್ಲಿವೆ,"ಇದರ ಪರಿಣಾಮವಾಗಿ, ಎರಡು ಮೀನು ಜಾತಿಗಳು ಅಳಿವಿನಂಚಿನಲ್ಲಿವೆ ಮತ್ತು ಎರಡು ಇತರವುಗಳು ಅಳಿವಿನಂಚಿನಲ್ಲಿವೆ, ಇದರಲ್ಲಿ ಹಂಪ್ಬ್ಯಾಕ್ ಚಬ್ ಸೇರಿದೆ.",7.1586,44.0604
1749,ಇದು ವಿಚ್ಚಿ ಫ್ರೆಂಚ್‌ರ ಆಳ್ವಿಕೆಗೊಳಪಟ್ಟಿತ್ತು. ಇವರು 1940ರಲ್ಲಿ ಜರ್ಮನ್ನರೊಡನೆ ಶಾಂತಿ ಸಂಧಾನ ಮಾಡಿಕೊಂಡಿದ್ದ ಫ್ರೆಂಚರಾಗಿದ್ದು ದಾಳಿಕೋರರೊಡನೆ ಹೊಡೆದಾಡುವ ಬದಲು ಅವರೊಂದಿಗೆ ವ್ಯವಹರಿಸಿಕೊಂಡಿದ್ದರು,"ಇದು ವಿಕ್ಕಿ ಫ್ರೆಂಚ್ನಿಂದ ಆಳಲ್ಪಟ್ಟಿತು, ಇದು 1940 ರಲ್ಲಿ ಜರ್ಮನ್ನರೊಂದಿಗೆ ಶಾಂತಿ ಮಾಡಿಕೊಂಡ ಫ್ರೆಂಚ್ ಜನರು ಮತ್ತು ಆಕ್ರಮಣಕಾರರೊಂದಿಗೆ ಹೋರಾಡುವ ಬದಲು ಕೆಲಸ ಮಾಡಿದರು.",2.7077,34.6845
1705,ಆಗಸ್ಟ್ 15 1940 ರಂದು ಮಿತ್ರರಾಷ್ಟ್ರಗಳು ದಕ್ಷಿಣ ಫ್ರಾನ್ಸ್ ಮೇಲೆ ಆಕ್ರಮಣ ಮಾಡಿದವು ಈ ಆಕ್ರಮಣವನ್ನು ಆಪರೇಷನ್ ಡ್ರಾಗನ್ ಎಂದು ಕರೆಯಲಾಯಿತು,"ಆಗಸ್ಟ್ 15, 1940 ರಂದು, ಮಿತ್ರರಾಷ್ಟ್ರಗಳು ದಕ್ಷಿಣ ಫ್ರಾನ್ಸ್ ಮೇಲೆ ಆಕ್ರಮಣ ಮಾಡಿದರು ಮತ್ತು ಆಕ್ರಮಣವನ್ನು ಆಪರೇಷನ್ ಡ್ರ್ಯಾಗನ್ ಎಂದು ಕರೆಯಲಾಯಿತು.",28.6185,80.4132
1662,ಮಿಶ್ರಲೋಹಗಳು ಸಾಮಾನ್ಯವಾಗಿ ಎರಡು ಅಥವಾ ಹೆಚ್ಚಿನ ಲೋಹಗಳ ಮಿಶ್ರಣವಾಗಿದೆ ಆವರ್ತಕ ಕೋಷ್ಟಕದಲ್ಲಿ ಹಲವಾರು ಅಂಶಗಳಿವೆ ಎಂಬುದನ್ನು ಮರೆಯಬೇಡಿ,"ಮಿಶ್ರಲೋಹಗಳು ಮೂಲತಃ ಎರಡು ಅಥವಾ ಹೆಚ್ಚಿನ ಲೋಹಗಳ ಮಿಶ್ರಣವಾಗಿದೆ, ಆವರ್ತಕ ಕೋಷ್ಟಕದಲ್ಲಿ ಅನೇಕ ಅಂಶಗಳಿವೆ ಎಂಬುದನ್ನು ಮರೆಯಬೇಡಿ.",37.0305,74.9322
1729,ಉದಾಹರಣೆಗೆ ಪ್ರತಿ ವರ್ಷವೂ ದಕ್ಷಿಣ ಕ್ಯಾರೋಲಿನಾದ ಬೆನ್ನೆಟ್ ಶಾಲೆಯ ವಿದ್ಯಾರ್ಥಿಗಳು ರಾಜ್ಯ ರಾಜಧಾನಿಯ ತಮ್ಮ  ಪ್ರವಾಸದ ಬಗ್ಗೆ  ಒಂದು ವೆಬ್‌ಸೈಟ್‌ ಅನ್ನು ರಚಿಸುತ್ತಾರೆ.ಪ್ರತಿ ವರ್ಷವೂ ವೆಬ್‌ಸೈಟ್ ಪುನರ್ ವಿನ್ಯಾಸಗೊಳ್ಳುತ್ತದೆ ಮತ್ತು ಹಿಂದಿನ  ವಿನ್ಯಾಸಗಳನ್ನು  ಸ್ಕ್ರ್ಯಾಪ್‍‌ಬುಕ್‍‌ನಂತೆ ಬಳಸಲು  ಹಾಗೇ ಉಳಿಸಿರುತ್ತಾರೆ,"ಉದಾಹರಣೆಗೆ, ಪ್ರತಿವರ್ಷ, ಉತ್ತರ ಕೆರೊಲಿನಾದ ಬೆನೆಟ್ ಸ್ಕೂಲ್ನ ವಿದ್ಯಾರ್ಥಿಗಳು ರಾಜ್ಯ ರಾಜಧಾನಿಗೆ ತಮ್ಮ ಪ್ರವಾಸದ ಬಗ್ಗೆ ಒಂದು ವೆಬ್ಸೈಟ್ ಅನ್ನು ವಿನ್ಯಾಸಗೊಳಿಸುತ್ತಾರೆ, ಪ್ರತಿವರ್ಷ ವೆಬ್ಸೈಟ್ ಅನ್ನು ಮರುರೂಪಿಸಲಾಗುತ್ತದೆ, ಆದರೆ ಹಳೆಯ ಆವೃತ್ತಿಗಳನ್ನು ಸ್ಕ್ರ್ಯಾಪ್ಬುಕ್ ಆಗಿ ಸೇವೆ ಸಲ್ಲಿಸಲು ಆನ್ಲೈನ್ನಲ್ಲಿ ಇರಿಸಲಾಗುತ್ತದೆ.",8.9682,45.6230
1790,ಅವರ ಕೆಲಸವು ಮಾನ್ಯತೆ ಪಡೆದ ಗುಣಮಟ್ಟ ಮತ್ತು ವಿವರಗಳಿಂದ ಕೂಡಿದ್ದು ಅಂಚೆಚೀಟಿಗಳನ್ನು ಸಂಗ್ರಹಿಸುವವರಲ್ಲಿ ಕೆಲವೇ ಕೆಲವು ಮನೆಯ ಹೆಸರುಗಳಲ್ಲಿ ಅವರೂ ಒಬ್ಬರು ಕೆಲವರು ಅವರ ಕೃತಿಗಳನ್ನು ಮಾತ್ರ ಸಂಗ್ರಹಿಸುವುದರಲ್ಲಿ ಪರಿಣತಿ ಹೊಂದಿದ್ದಾರಷ್ಟೇ,"ಅವರ ಕೃತಿಗಳು ಅಂತಹ ಗುರುತಿಸಲ್ಪಟ್ಟ ಗುಣಮಟ್ಟ ಮತ್ತು ವಿವರಗಳನ್ನು ಹೊಂದಿವೆ, ಅವರು ಫಿಲಟಲಿಸ್ಟ್ಗಳ ನಡುವೆ ಕೆಲವೇ ಮನೆಕೆಲಸದ ಹೆಸರುಗಳಲ್ಲಿ ಒಬ್ಬರಾಗಿದ್ದಾರೆ, ಕೆಲವರು ತಮ್ಮ ಕೃತಿಗಳನ್ನು ಏಕಾಂಗಿಯಾಗಿ ಸಂಗ್ರಹಿಸುವಲ್ಲಿ ಪರಿಣತಿ ಹೊಂದಿದ್ದಾರೆ.",4.2601,42.4163
