id,reference,hypothesis,BLEU,chrF++
1752,இதன் விளைவாக இரண்டு2 மீன் வகைகள் அழிந்துவிட்டன மேலும் ஹம்ப்பேக்  சப் உட்பட மற்ற இரண்டு 2 அழியும் நிலையில் உள்ளன,"இதன் விளைவாக, இரண்டு மீன் இனங்கள் அழிந்துவிட்டன, மேலும் இரண்டு இனங்கள் அழிந்துபோகும் அபாயத்தில் உள்ளன, இதில் ஹம்ப்-பேக் சப் அடங்கும்.",5.4153,46.1397
1749,"""அது ""விச்சி""  பிரெஞ்சு மக்களால் ஆட்சி செய்யப்பட்டது. இந்த பிரெஞ்சு மக்கள்தான் 1940களில் ஜெர்மானியர்களுடன் அமைதி ஒப்பந்தம் செய்தார்கள் மற்றும் அவர்களுடன் போராடுவதற்கு பதிலாக எல்லை மீறி நுழைபவர்களுடன் இணைந்து பணிபுரிந்தார்கள்.","1940 ஆம் ஆண்டில் ஜேர்மனியர்களுடன் சமாதானம் செய்து, அவர்களை எதிர்த்துப் போராடுவதற்குப் பதிலாக படையெடுப்பாளர்களுடன் பணிபுரிந்த பிரெஞ்சு மக்கள்.",1.5204,31.5923
1705,15 ஆம் தேதி ஆகஸ்ட் மாதம் 1940 ஆம் ஆண்டு நட்பு நாடுகள் தெற்கு பிரான்சில் ஊடுருவியதை அடுத்து அந்த ஊடுருவல் ஆபரேஷன் டிராகன்' என அழைக்கப்பட்டது,"ஆகஸ்ட் 15, 1940 இல், கூட்டாளிகள் தெற்கு பிரான்ஸை ஆக்கிரமித்தனர், இந்த படையெடுப்பு ஆபரேஷன் டிராகன் என்று அழைக்கப்பட்டது.",3.0078,37.0148
1662,அல்லாய்கள் அடிப்படையில் இரண்டு 2 அல்லது அதற்கு மேற்பட்ட உலோகங்களின் கலவை. தனிம அட்டவணையில் பல தனிமங்கள் உள்ளன என்பதை மறந்து விட வேண்டாம்,"அலாய் என்பது இரண்டு அல்லது அதற்கு மேற்பட்ட உலோகங்களின் கலவையாகும், ஒரு கால அட்டவணையில் பல கூறுகள் இருப்பதை மறக்க வேண்டாம்.",16.7387,50.2784
1729,உதாரணமாக ஒவ்வொரு ஆண்டும் வட கரோலினாவின் பென்னட் பள்ளி மாணவர்கள் தங்கள் மாநில தலைநகருக்கான பயணத்தைப் பற்றிய ஒரு வலைதளத்தை வடிவமைப்பர் ஒவ்வொரு ஆண்டும் வலைதளம் மறுவடிவமைக்கப்படுகிறது ஆனால் பழைய பதிப்புகள் ஆன்லைனில் ஸ்கிராப்புக்காக வழங்கப்படுகின்றன,"ஒவ்வொரு ஆண்டும், வட கரோலினாவில் உள்ள பென்னட் பள்ளியின் மாணவர்கள் மாநில தலைநகருக்கு தங்கள் பயணத்தைப் பற்றி ஒரு வலைத்தளத்தை வடிவமைக்கிறார்கள், ஒவ்வொரு ஆண்டும் வலைத்தளம் மறுவடிவமைக்கப்படுகிறது, ஆனால் பழைய பதிப்புகள் ஒரு ஸ்கிராப்புக் ஆக ஆன்லைனில் வைக்கப்படுகின்றன.",7.8033,65.9885
1790,"""இவரது பணி மிகவும் அங்கீகரிக்கப்பட்ட தரம் மற்றும் விவரம் கொண்டிருப்பதால் அவர் தபால்தலை சேகரிப்பவர்களிடையே மிகக் குறைந்த ""வீட்டுப் பெயர்களில்"" ஒருவராக1 இருக்கிறார். சிலர் அவரது படைப்புகளை மட்டுமே சேகரிப்பதில் கவனம் செலுத்துகிறார்கள்.","அவரது படைப்புகள் மிகவும் அங்கீகரிக்கப்பட்ட தரம் மற்றும் விவரம் கொண்டவை, அவர் சில பிலடெலிஸ்ட்களில் மிகவும் பிரபலமான பெயர்களில் ஒருவர், சிலர் அவரது படைப்புகளைத் தனியாக சேகரிப்பதில் நிபுணத்துவம் பெற்றவர்கள்.",15.4727,46.3790
1858,இந்த நோய் குறித்த ஐ.நா. நிபுணர் டேனியல் லாண்டாக்னே கூறுகையில் இந்த அமைதியின்மை அமைதி காக்கும் படையினரால் ஏற்படக்கூடும் என்று கூறினார்,"இந்த நோயைப் பற்றிய ஐ. நா. நிபுணரான டேனியல் லாண்டிகி, இந்த வெடிப்பு அமைதி காப்பாளர்களால் ஏற்பட்டிருக்கலாம் என்று கூறினார்.",17.1247,40.9358
1789,சிறந்த படம் இயக்குனர் ஒளிப்பதிவு ஆடை வடிவமைப்பு பட எடிட்டிங் அசல் ஸ்கோர் தயாரிப்பு வடிவமைப்பு ஒலி எடிட்டிங் ஒலி கலவை மற்றும் அசல் திரைக்கதை ஆகிய பிற பரிந்துரைகள் அடங்கியுள்ளன,"சிறந்த படம், இயக்குனர், ஒளிப்பதிவு, ஆடை வடிவமைப்பு, திரைப்பட எடிட்டிங், அசல் ஸ்கோர், தயாரிப்பு வடிவமைப்பு, ஒலி எடிட்டிங், ஒலி கலவை மற்றும் அசல் திரைக்கதை ஆகியவை அடங்கும்.",19.6068,67.6435
1909,மெய்நிகர் அணிகள் வழக்கமான அணிகளைப் போலவே சிறந்து விளங்குகின்றன ஆனால் சில நுட்பமான வேறுபாடுகள் உள்ளன,"மெய்நிகர் அணிகள் வழக்கமான அணிகள் போன்ற சிறந்த தரத்திற்கு வைக்கப்படுகின்றன, ஆனால் நுட்பமான வேறுபாடுகள் உள்ளன.",18.4769,63.3858
1897,வடக்கில் சஹெல் பகுதியாலும் தெற்கிலும் மேற்கிலும் அட்லாண்டிக் கடலாலும் அது சூழப்பட்டுள்ளது,"வடக்கில், இப்பகுதி சஹெல் மற்றும் தெற்கிலும் மேற்கிலும் அட்லாண்டிக் பெருங்கடலால் வரையறுக்கப்பட்டுள்ளது.",15.8512,61.8426
1680,ஒரு திறம் பெற்ற தடகள வீரர் புலியினால் ஒரு குறிப்பிட்ட அளவிற்கு தாவவும் நீந்தவும் மிகப்பெரிய தூரங்களை தாண்டவும் இயலும் மற்றும் மனிதனை விட 5 மடங்கு அதிக வீரியத்துடன் ஒரு பொருளை இழுக்க முடியும்,"ஒரு நல்ல சுற்றளவு விளையாட்டு வீரர், புலி ஏற முடியும், நன்றாக இல்லை என்றாலும், நீந்த, பெரிய தூரங்களை குதித்து, ஒரு வலுவான மனிதனின் ஐந்து மடங்கு சக்தியுடன் இழுக்க முடியும்.",3.5199,29.8676
1953,பின்னர் அவர் கேம்பிரிட்ஜில் உள்ள ஏட்டன்ப்ரூக் மருத்துவமனைக்கு மாற்றப்பட்டார்,பின்னர் அவர் கேம்பிரிட்ஜில் உள்ள அடென்பிரூக்ஸ் மருத்துவமனைக்கு மாற்றப்பட்டார்.,41.1134,81.1559
1740,பிரமிட் ஒலி மற்றும் ஒளி நிகழ்ச்சி ஆகியவை இந்தப் பகுதியில் குழந்தைகளுக்கு மிக சுவாரஸ்யமான விஷயங்களில் ஒன்றாகும்,பிரமிடு ஒலி மற்றும் ஒளி நிகழ்ச்சி என்பது இப்பகுதியில் குழந்தைகளுக்கு மிகவும் சுவாரஸ்யமான விஷயங்களில் ஒன்றாகும்.,28.9178,73.6794
1717,நீருக்கு அடியில் இடவியல் காரணமாக மீண்டும் திரும்பும் நீர் சில ஆழமான பிரிவுகளில் குவிந்துள்ளது மேலும் ஆழமான இடத்தை நோக்கிய வேகமான அலை அங்கு உருவாகக்கூடும்,"நீருக்கடியில் உள்ள டோபோலஜி காரணமாக, திரும்பும் ஓட்டம் சில ஆழமான பிரிவுகளில் குவிந்துள்ளது மற்றும் ஆழமான நீருக்கு ஒரு வேகமான மின்னோட்டம் அங்கு உருவாகலாம்.",15.0717,51.2868
1987,மலைகளில் உயரமான இடத்தில் இந்த விபத்து நிகழ்ந்ததாகவும் இது பகைவர்கள் வைத்த தீயாக இருக்கலாம் என்றும் நம்பப்படுகிறது,இந்த விபத்து மலைப்பகுதியில் உயர்ந்தது மற்றும் எதிரிகளின் தீயின் விளைவாக இருப்பதாக நம்பப்படுகிறது.,6.9161,35.4434
1990,வலைப்பதிவுகளும் மாணவர்களின் எழுதும் திறனை மேம்படுத்த உதவக்கூடும். மோசமான இலக்கணம் மற்றும் எழுத்துப்பிழைகளுடன் தான் பெரும்பாலும் மாணவர்கள் வலைப்பூ அனுபவத்தை தொடங்குகிறார்கள்  பார்வையாளர்களின் இருப்பு பொதுவாக அவற்றை மாற்றிவிடுகின்றன,"வலைப்பதிவுகள் மாணவர்களின் எழுத்துத்திறனை மேம்படுத்த உதவும், அதே நேரத்தில் மாணவர்கள் பெரும்பாலும் தங்கள் வலைப்பதிவு அனுபவத்தை மோசமான இலக்கணம் மற்றும் எழுத்துப்பிழை மூலம் தொடங்குகிறார்கள், பார்வையாளர்களின் இருப்பு பொதுவாக அதை மாற்றுகிறது.",10.9720,64.9229
1908,சில வினைச்சொற்கள் மற்றும் ஆப்ஜெக்ட் எனப்படும் வாக்கிய பகுதியை வேறுபடுத்துவதற்கு இது ஒரு முக்கியமான வழியாகும்,சில வினைச்சொற்கள் மற்றும் பொருள்களை வேறுபடுத்துவதற்கான ஒரு முக்கியமான வழி இது.,16.8304,52.7033
1752,இதன் விளைவாக இரண்டு2 மீன் வகைகள் அழிந்துவிட்டன மேலும் ஹம்ப்பேக்  சப் உட்பட மற்ற இரண்டு 2 அழியும் நிலையில் உள்ளன,"இதன் விளைவாக, இரண்டு மீன் இனங்கள் அழிந்துவிட்டன, மேலும் இரண்டு இனங்கள் அழிந்துபோகும் அபாயத்தில் உள்ளன, இதில் ஹம்ப்பேக் சப் அடங்கும்.",6.6324,49.7149
2005,ஆனால் பறவைகளில் டைனோசரைப் போல தோற்றமளிக்கும் பல விஷயங்கள் இன்னமும் இருக்கின்றன,ஆனால் பறவைகள் பற்றி இன்னும் ஒரு டைனோசர் போல் தோன்றும் பல விஷயங்கள் உள்ளன.,7.4956,41.5811
1678,மூளை பாதிப்பு காரணமாக பேச்சைப் புரிந்துகொள்ள முடியாத மக்களின் நேர்மையை துல்லியமாக கணக்கிட முடியும் என்பதை ஆலிவர் சாக்ஸ் தி பிரெசிடென்ட் ஸ்பீச் ஆய்வில் சுட்டிக்காட்டியுள்ளார்,மூளை சேதம் காரணமாக பேச்சைப் புரிந்து கொள்ள முடியாதவர்கள் எப்படி நேர்மையை துல்லியமாக மதிப்பீடு செய்ய முடியும் என்பதை ஆலிவர் சாக்ஸ் தனது காகிதத்தில் சுட்டிக்காட்டினார்.,16.6796,58.7513
1701,"தோராயமாக 10,000 ஆண்டுகளுக்கு முன் ஈரானின் ஜாகரோஸ் மலைகளில் முதன் முதலில் ஆடுகள் வீட்டு விலங்காக வளர்க்கப்பட்டதாக தெரிகிறது",ஈரானின் ஜாக்ரோஸ் மலைகளில் சுமார் பத்தாயிரம் ஆண்டுகளுக்கு முன்பு ஆடுகள் முதன்முதலில் வளர்ந்ததாகத் தெரிகிறது.,4.2866,45.8309
2001,தங்களது பகுதியை பாதிக்கும் எந்தவொரு கடுமையான வானிலை அபாயங்கள் குறித்தும் பயணிகள் அறிந்திருக்குமாறு உறுதியாக அறிவுறுத்தப்படுகிறார்கள் ஏனெனில் அவை உங்களது பயணத் திட்டங்களைப் பாதிக்கலாம்,"கடுமையான வானிலை தங்கள் பகுதியை பாதிக்கும் எந்தவொரு ஆபத்தையும் பயணிகள் கவனமாக இருக்க வேண்டும் என்று வலுவாக அறிவுறுத்தப்படுகிறார்கள், ஏனெனில் அவை எந்தவொரு பயணத் திட்டங்களையும் பாதிக்கலாம்.",10.5803,58.9478
1991,ஐரோப்பிய வரலாற்றின் இந்த காலகட்டத்தில் பணம் பொருந்தியதாகவும் சக்திவாய்ந்ததாகவும் மாறிய கத்தோலிக்க திருச்சபை ஆய்வுக்கு உட்படுத்தப்பட்டது,"ஐரோப்பிய வரலாற்றின் இந்த காலகட்டத்தில், பணக்காரராகவும் சக்திவாய்ந்ததாகவும் மாறிய கத்தோலிக்க தேவாலயம் பரிசீலனைக்கு உட்பட்டது.",27.9684,65.3395
1895,கிரேக்க மொழி அறிவு குறைந்து வருவதால் மேற்குப் பகுதி அதன் கிரேக்க தத்துவ மற்றும் விஞ்ஞான வேர்களிலிருந்து துண்டிக்கப்பட்டதாக உணர்கிறது,"கிரேக்க மொழியின் அறிவு குறைந்து வருவதால், மேற்கு அதன் கிரேக்க தத்துவ மற்றும் அறிவியல் வேர்களிலிருந்து தன்னைத் துண்டிக்கிக் கொண்டது.",22.0489,61.2950
1710,"""சென்ற வாரம் meti apple தன்னிடம் 34 கூடுதல் வெப்பநிகழ்வுகளை அறிவித்ததாக தெரிவித்தது இதை ""தீவிரமானது அல்ல"" என நிறுவனம் கூறியது.","கடந்த வாரம், ஆப்பிள் 34 கூடுதல் அதிக வெப்பம் சம்பவங்கள் குறித்து ஆப்பிள் அறிவித்ததாக எமிட்டி அறிவித்தது, இது நிறுவனம் 'அதிகரமற்றது' என்று அழைத்தது.",4.7802,31.4937
1975,வாடிகன் நகரின் மக்கள் தொகை சுமார் 800 ஆகும் இது உலகிலேயே மிகக் குறைந்த மக்கள் தொகை கொண்ட மிகச் சிறிய சுதந்திர நாடாகும்,"வத்திக்கான் நகரம் சுமார் 800 மக்கள் தொகை கொண்டது, இது உலகின் மிகச்சிறிய சுயாதீன நாடு மற்றும் மக்கள் தொகை",7.7701,47.2241
1864,திருமதி கிர்ச்னர் ஜனாதிபதி பதவிற்கு போட்டியிடும் தன் எண்ணத்தை 2005ஆம் ஆண்டு அவர் ப்யூனஸ் அயர்ஸ் மாகாண தலைமை குழு உறுப்பினர் பதவிக்கு போட்டியிடும் பொழுது பிரச்சாரத்தை துவக்கிய அதே இடமான அர்ஜெண்டினா தியேட்டரில் அறிவித்தார்,"அர்ஜென்டினா திரையரங்கில் ஜனாதிபதி பதவிக்கு போட்டியிட தனது விருப்பத்தை அறிவித்த திருமதி கிர்ஷ்னர், பியூனஸ் அயர்ஸ் மாகாண பிரதிநிதியின் உறுப்பினராக செனட்டிற்கான தனது 2000 பிரச்சாரத்தைத் தொடங்கிய அதே இடத்தில் இருந்தார்.",3.8091,42.6594
1720,பெல்ஜியன் தரநிலையை ஒத்திருக்கிறது ஹாட் சாக்லேட்டுகள் பழச்சாறுகளின் விலை அதிகமாக உள்ளது ஆனால் சிறப்பாக உள்ளது,சூடான சாக்லேட் பெல்ஜிய தரங்களுக்கு ஏற்றது. பழச்சாறுகள் விலை உயர்ந்தவை ஆனால் சிறந்தவை.,4.0272,29.2512
1723,1889-ஆம் ஆண்டில் ஜெர்மனி அமெரிக்கா மற்றும் பிரிட்டனில் இருந்து ஏழு கப்பல்கள் துறைமுகத்தை விட்டு வெளியேற மறுத்தபோது இந்த துறைமுகம் ஒரு எதிர்மறை பிரபலமான கடற்படை நிலைப்பிடமாக இருந்தது,"1889 ஆம் ஆண்டில், ஜெர்மனி, அமெரிக்கா மற்றும் பிரிட்டன் ஆகிய நாடுகளின் ஏழு கப்பல்கள் துறைமுகத்தை விட்டு வெளியேற மறுத்தபோது, துறைமுகம் ஒரு மோசமான கடற்படை முரண்பாட்டின் இடமாக இருந்தது.",25.5791,63.2872
1794,ஒரு சமூகமாக குறிப்பிடத்தக்க ஒரு பெரிய மக்கள் கூட்டம் ஒற்றுமையுடன் வேலை செய்து இணைந்து வாழும் ஒற்றை கலாச்சாரமே நாகரீகமாகும்,நாகரிகம் என்பது ஒரு சமுதாயத்தில் கூட்டுறவுடன் வாழும் மற்றும் வேலை செய்யும் ஒரு குறிப்பிடத்தக்க பெரிய குழுவால் பகிரப்பட்ட ஒரு தனித்துவமான கலாச்சாரம்.,3.3613,39.6884
1950,வடக்கே எளிதில் சென்றடையக்கூடிய தொலைவில் காதல் மற்றும் கவர்ச்சிகரமான நகராக சின்ட்ரா விளங்குவதாலும் பைரன் பிரபுவின் அந்நகரை பற்றிய கவரும் பதிவுகளும் வெளிநாட்டவர்கள் மத்தியில் பிரபலமானது,"வடக்கே மற்றும் எளிதில் அடையக்கூடியது, லார்ட் பிரையன் பதிவு செய்த அதன் பிரகாசமான கணக்குக்குப் பிறகு வெளிநாட்டினருக்கு பிரபலமாகிய காதல் மற்றும் கவர்ச்சிகரமான நகரமான சிண்ட்ரா ஆகும்.",7.3053,40.1975
1855,சிங்கத்தை போன்றே ஓநாய்கள் அல்லது நாய்கள் ஆகிய விலங்குகள் வியக்கத்தக்க வகையில் செயல்படுகின்றன ஆனால் மற்ற பூனை இனங்கள் இல்லை நடவடிக்கையிலும் ஒத்துபோகின்றன மிகவும் ஆபத்தானவையும் கூட,"சிங்கம் கவர்ச்சியானது ஓநாய்கள் அல்லது நாய்களின் கூட்டங்களைப் போலவே செயல்படுகிறது, விலங்குகள் சிங்கங்களுக்கு ஆச்சரியமாக ஒத்தவை, ஆனால் மற்ற பெரிய பூனைகள் நடத்தை மற்றும் அவற்றின் இரையை மிகவும் கொடியவை அல்ல.",4.5218,38.6301
1882,பூமியில் வால்மீன்கள் நீண்ட காலத்திற்கு முன்பே மோதிய தகவல்கள் மூலம் கிரகங்கள் எவ்வாறு உருவாகின்றன குறிப்பாகப் பூமி எவ்வாறு உருவானது என்பதை விஞ்ஞானிகள் புரிந்துகொள்ளலாம் என்று நம்புகிறார்கள்,"விண்வெளிகள் எவ்வாறு உருவாகின்றன என்பதை அறிந்து கொள்ள விஞ்ஞானிகள் நம்புகிறார்கள், குறிப்பாக நீண்ட காலத்திற்கு முன்பு வால்மீன்கள் பூமியுடன் மோதியதிலிருந்து பூமி எவ்வாறு உருவாகிறது என்பதை அறிந்து கொள்ளலாம்.",6.4812,59.1161
