id,reference,hypothesis,BLEU,chrF++
1776,"""সেই রাতে 150 থেকে 200 টি কপি তৈরি করা হয়েছিল যা এখন ""ডানল্যাপ ব্রডসাইডস"" নামে পরিচিত।",এক থেকে দুইশো কপির মধ্যে তৈরি করা রাতের বইটি এখন ডানল্যাপ ব্রডসাইড নামে পরিচিত।,6.4639,42.1309
1729,যেমন প্রত্যেক বছর উত্তর ক্যারলিনার ব্যানেট স্কুলের ছাত্রছাত্রীরা স্টেট ক্যাপিটালে নিজেদের ট্রিপ নিয়ে একটি ওয়েবসাইট ডিজাইন করে প্রত্যেক বছরই ওয়েবসাইট নতুন করে আবার ডিজাইন করা হয় কিন্তু পুরনো ভার্সনটি স্ক্র্যাপবুকে রেখে দেওয়া হয়,"উদাহরণস্বরূপ, প্রতি বছর উত্তর ক্যারোলিনার বেনেট স্কুলের শিক্ষার্থীরা রাজ্যের রাজধানীতে তাদের ভ্রমণ সম্পর্কে একটি ওয়েবসাইট ডিজাইন করে। প্রতি বছর ওয়েবসাইটটি পুনর্নির্মাণ করা হয়, কিন্তু পুরানো সংস্করণগুলি একটি স্ক্রাপবুক হিসাবে কাজ করার জন্য অনলাইনে রাখা হয়।",5.8050,37.5624
1855,সিংহের গর্বিত আচরণ অনেকটা একদল নেকড়ে বা কুকুরের মতো বিস্ময়করভাবে সিংহের সাথে সাদৃশ্যপূর্ন আচরণের পশু তবে অন্যান্য বড় বিড়াল নয় এবং শিকারদের প্রতি এরা অত্যন্ত মৃত্যুবত।,"সিংহ প্রাইজগুলি নেকড়ে বা কুকুরের প্যাকগুলির মতো কাজ করে, প্রাণীগুলি সিংহের মতোই আশ্চর্যজনকভাবে অনুরূপ, তবে অন্যান্য বড় বিড়ালের আচরণে নয় এবং তাদের শিকারদের জন্যও খুব মারাত্মক।",10.2857,40.3552
1919,নায়েরাগঙ্গো আগ্নেয়গিরির আরোহণের পাশাপাশি আফ্রিকার সস্তার মাউন্টেন গরিলা ট্র্যাকিং করার ঘাঁটি ছিল এই শহরটি,এই শহরটি আফ্রিকার সবচেয়ে সস্তা পর্বত গরিলা পাচারের সাথে নাইরাইগঙ্গো আগ্নেয়গিরির আরোহণের ভিত্তিও।,8.9534,43.4626
1802,ইন্টারনেট হল গণ এবং আন্তঃব্যক্তি উভয় জ্ঞাপনের উপাদানগুলির একত্রিত মাধ্যম,ইন্টারনেট গণ এবং আন্তঃব্যক্তিগত যোগাযোগের উপাদানগুলিকে একত্রিত করে।,10.2292,50.5182
1711,এই তত্ত্বগুলো লক্ষ্য করে নির্দিষ্ট কিছু লোকদের ওপর যে কি তাদের উদ্দীপ্ত করে কাজগুলি করতে যা তারা করে এবং তাদের পরিবেশের কোন জিনিসগুলি তাদের নির্দিষ্ট কিছু করতে বা না করতে উদ্দীপ্ত করবে,দয়া করে দেখুন কিছু লোকের সম্পর্কে কী যা তাদের এমন কিছু করতে চায় এবং তাদের পরিবেশে কী কিছু তাদের কিছু করতে বা না করতে বাধ্য করে।,14.4156,33.3753
1685,উদাহরণস্বরূপ বিশ্বের বেশিরভাগ স্থির চিত্র-ফটোগ্রাফির সাধারণ আকার 35 মিমি যা অ্যানালগ ফিল্ম যুগের শেষদিকে সবচেয়ে প্রভাবশালী আকারের ফিল্ম ছিল,"উদাহরণস্বরূপ, বিশ্বের সবচেয়ে সাধারণ স্টিল ইমেজ ফটোগ্রাফি ফরম্যাট হল ৩৫ মিলিমিটার, যা অ্যানালগ ফিল্ম যুগের শেষের দিকে প্রধান চলচ্চিত্রের আকার ছিল।",12.6255,46.7759
1992,সাফারি শব্দটির বহুল ব্যবহারের মানে হচ্ছে মনোমুগ্ধকর আফ্রিকান বন্যজীবন বিশেষ করে সাভানার বন্যজীবন দেখতে স্থল ভ্রমণ,"জনপ্রিয় লস ভাষায় সাফারি শব্দটি আফ্রিকার আশ্চর্যজনক বন্যপ্রাণী, বিশেষ করে সাভানা দেখতে স্থলপথে ভ্রমণকে বোঝায়।",5.8166,36.0037
2005,তবে পাখির মধ্যে অনেক বিষয় রয়েছে যা এখনও যেগুলোকে ডাইনোসরের মতো দেখায়,"কিন্তু তার সম্পর্কে অনেক কিছু আছে, তুষারটি ডাইনোসরদের মতো দেখাচ্ছিল।",4.0696,23.5845
1982,মহিলা প্রকৃত বৈবাহিক অবস্থা নির্বিশেষে যে কোনও মহিলা ভ্রমণকারীদের বলা উচিত যে তারা বিবাহিত,"নারী: যে কোন মহিলা ভ্রমণকারীকে বলা উচিত যে তারা বিবাহিত, প্রকৃত বিবাহের অবস্থা নির্বিশেষে।",26.5181,63.1925
1674,কিছু এলাকায় এক মিনিট পানি ফুটানো যথেষ্ট অন্যান্য এলাকায় কয়েক মিনিট পানি ফুটানোর দরকার হয়,কিছু অঞ্চলে এক মিনিটের জন্য উষ্ণ জল যথেষ্ট এবং অন্যদের কয়েক মিনিটের প্রয়োজন হয়।,3.7393,26.6528
1952,কেউ একজন যে উঁচু এলাকাগুলো কিংবা গিরিপথগুলো দিয়ে গাড়ি চালাতে যাচ্ছে তার উচিৎ তুষার বরফ বা শীতল তাপমাত্রার সম্ভাবনা বিবেচনায় নেয়া,"যে কেউ উষ্ণ অক্ষাংশে বা পর্বত পাসের উপর গাড়ি চালাতে যাচ্ছে তার তুষার, বরফ বা হিমশীতল তাপমাত্রার সম্ভাবনা বিবেচনা করা উচিত।",15.8213,47.2987
1752,এর ফলে দুই প্রজাতির মাছ লুপ্ত হয়ে গেছে এবং আরও দুটি প্রজাতি বিপন্ন এরমধ্যে হাম্পব্যাক চাবও আছে,"ফলস্বরূপ, দুটি মাছের প্রজাতি বিলুপ্ত হয়ে গেছে এবং অন্য দুটি বিপন্ন হয়ে পড়েছে, যার মধ্যে রয়েছে হম্পব্যাক চব।",8.4754,42.7564
1749,"""এটি ""ভিচি"" ফরাসি কর্তৃক শাসিত হয়েছিল। এরা হলো ফরাসি লোক যারা ১৯৪০ সালে জার্মানদের সাথে শান্তি প্রতিষ্ঠা করেছিল এবং লড়াই করার পরিবর্তে আক্রমণকারীদের সাথে কাজ করেছিল।","এটি ভিকি ফরাসিদের দ্বারা শাসিত হয়েছিল, যারা ১৯৪০ সালে জার্মানদের সাথে শান্তি স্থাপন করেছিল এবং তাদের সাথে লড়াই করার পরিবর্তে আক্রমণকারীদের সাথে কাজ করেছিল।",38.6527,64.2102
1705,"""1940 সালের 15'ই আগস্ট মিত্রশক্তি ফ্রান্স এর দক্ষিনাংশ আক্রমণ করেছিল এই আক্রমণটিক বলা হয়েছিল ""অপারেশন ড্রাগন""""।","১৫ আগস্ট ১৯৪০ সালে, মিত্ররা দক্ষিণ ফ্রান্স আক্রমণ করে এবং আক্রমণকে অপারেশন ড্রাগন বলা হয়।",4.7095,35.5598
1662,সঙ্কর ধাতুগুলি মূলত দুই বা ততোধিক ধাতুর মিশ্রণ।পর্যায় সারণীতে অনেক উপাদান রয়েছে তা ভুলে যাবেন না।,"অ্যালোয়গুলি মূলত দুটি বা ততোধিক ধাতুর মিশ্রণ, ভুলে যাবেন না যে পিরিয়ডিক টেবিলে অনেকগুলি উপাদান রয়েছে।",11.6439,50.3959
1729,যেমন প্রত্যেক বছর উত্তর ক্যারলিনার ব্যানেট স্কুলের ছাত্রছাত্রীরা স্টেট ক্যাপিটালে নিজেদের ট্রিপ নিয়ে একটি ওয়েবসাইট ডিজাইন করে প্রত্যেক বছরই ওয়েবসাইট নতুন করে আবার ডিজাইন করা হয় কিন্তু পুরনো ভার্সনটি স্ক্র্যাপবুকে রেখে দেওয়া হয়,"উদাহরণস্বরূপ, প্রতি বছর উত্তর ক্যারোলিনার বেনেট স্কুলের শিক্ষার্থীরা রাজ্যের রাজধানীতে তাদের যাত্রা সম্পর্কে একটি ওয়েবসাইট ডিজাইন করে, প্রতি বছর ওয়েবসাইটটি পুনর্নির্মাণ করা হয়, কিন্তু পুরানো সংস্করণগুলি স্ক্রাপবুক হিসাবে কাজ করার জন্য অনলাইনে রাখা হয়।",8.9122,38.6545
1790,"""তাঁর কাজ এতটাই স্বীকৃত গুণমানের এবং বিশদে যে সে হচ্ছে ""ঘরে ঘরে নাম করা"" ডাকটিকিট সংগ্রহকারীদের মধ্যে একজন। কেউ কেউ শুধুমাত্র তাঁর কাজ সংগ্রহে বিশেষজ্ঞ ।",তাঁর কাজটি এমন একটি স্বীকৃত গুণমান এবং বিশদ যে তিনি ফিলেটেলিস্টদের মধ্যে খুব কম সংখ্যক ঘরোয়া নামের মধ্যে একজন - কেউ কেউ একা তাঁর কাজ সংগ্রহের জন্য বিশেষীকরণ করেছেন।,4.4573,37.9704
1858,এই রোগের বিষয়ে জাতিসংঘের বিশেষজ্ঞ ড্যানিয়েল ল্যান্টাগন জানিয়েছিলেন সম্ভবত এই রোগের প্রাদুর্ভাবটি শান্তিরক্ষাকারীদের থেকে হয়েছিল,"জাতিসংঘের এই রোগের বিশেষজ্ঞ ড্যানিয়েল ল্যান্টিগি বলেছেন, এই মহামারী সম্ভবত শান্তিরক্ষী বাহিনীর কারণে হয়েছে।",8.5492,45.5765
1789,অন্যান্য মনোনয়নের মধ্যে রয়েছে সেরা ছবি পরিচালক সিনেমাটোগ্রাফি কস্টিউম ডিজাইন চলচ্চিত্র-সম্পাদনা অরিজিনাল স্কোর প্রোডাকশন ডিজাইন শব্দ সম্পাদনা সাউন্ড মিক্সিং এবং মূল চিত্রনাট্য,"অন্যান্য মনোনয়নের মধ্যে রয়েছেঃ সেরা ছবি, পরিচালক, চিত্রনাট্য, পোশাক ডিজাইন, চলচ্চিত্র সম্পাদনা, মূল স্কোর, প্রযোজনা ডিজাইন, সাউন্ড এডিটিং, সাউন্ড মিক্সিং এবং মূল চিত্রনাট্য।",13.7509,55.3073
1909,ভার্চুয়াল দলগুলি প্রচলিত দলের তুলনায় নিজেদের গুণমান বজায় রাখতে পেরেছিল তবে সেখানেও সুক্ষ্ম পার্থক্য ছিল,ভার্চুয়াল দলগুলি প্রচলিত দলের মতোই শ্রেষ্ঠত্বের একই মান ধরে রাখে তবে সূক্ষ্ম পার্থক্য রয়েছে।,18.3186,43.5546
1897,উত্তরের অঞ্চলটি সাহেল এবং দক্ষিণ ও পশ্চিমের অঞ্চলটি আটলান্টিক মহাসাগর দ্বারা ঘিরে রয়েছে,"উত্তরে, এই অঞ্চলটি সাহেল এবং দক্ষিণে এবং পশ্চিমে আটলান্টিক মহাসাগর দ্বারা সীমাবদ্ধ।",19.3385,57.5881
1680,একজন সম্পূর্ন ভালো ক্রীড়াবিদ বাঘ আরোহণ করতে পারে যদিও ভালোভাবে নয় সাঁতার  বেশ দূরপর্যন্ত লাফ এবং টানতে পারে ৫গুন জোরে একজন শক্তিশালী মানুষের চেয়ে।,"একটি সু-গোল্লা অ্যাথলিট, বাঘটি ভাল না হলেও আরোহণ করতে পারে, সাঁতার কাটতে পারে, দীর্ঘ দূরত্ব লাফিয়ে উঠতে পারে এবং শক্তিশালী মানুষের চেয়ে পাঁচগুণ শক্তি দিয়ে টানতে পারে।",6.7309,37.3568
1953,পরবর্তীকালে তাকে কেমব্রিজের অ্যাডেনব্রুক হাসপাতালে স্থানান্তর করা হয়,পরবর্তীতে তাকে কেমব্রিজের অ্যাডেনব্রুকস হাসপাতালে স্থানান্তরিত করা হয়।,13.1345,69.1950
1740,এই এলাকার ছোটোদের জন্য সবচেয়ে আকর্ষণীয় বস্তু হলো পিরামিড সাউন্ড এবং লাইট শো,পিরামিড সাউন্ড অ্যান্ড লাইট শো এই এলাকার শিশুদের জন্য সবচেয়ে আকর্ষণীয় বিষয়গুলির মধ্যে একটি।,17.4938,61.2378
1717,ভূগর্ভস্থ টপোলজির কারণে প্রত্যাবর্তনকারী স্রোত কয়েকটি গভীর অংশে ঘনীভূত হয় এবং গভীর জলের কাছে একটি দ্রুত স্রোত তৈরি করতে পারে,"পানির নিচে টপোলজির কারণে, রিটার্ন ফ্লোটি কয়েকটি গভীর অংশে কেন্দ্রীভূত হয় এবং সেখানে গভীর জলের একটি দ্রুত স্রোত তৈরি হতে পারে।",20.5320,54.4741
1987,দুর্ঘটনাটি উঁচু পাহাড়ী অঞ্চলে ঘটেছিল এবং বিশ্বাস করা হয় শত্রুদের গুলির ফলস্বরূপ এটি ঘটে,দুর্ঘটনাটি পর্বতশৃঙ্গের উচ্চ স্থানে ঘটেছিল এবং এটি শত্রু আগুনের ফল বলে মনে করা হয়।,7.1418,33.4440
1990,ব্লগ ছাত্রছাত্রীদের লেখার উন্নতিও করতে পারে যদিও প্রায়শই ছাত্রছাত্রীদের ব্লগ লেখার শুরুতে ব্যাকরণ ও বানানের ভুল থাকে কিন্তু পাঠকের উপস্থিতির ফলে সাধারণত তা ঠিক হয়ে যায়,"ব্লগগুলি শিক্ষার্থীদের লেখার দক্ষতা বাড়াতে সহায়তা করতে পারে, যখন শিক্ষার্থীরা প্রায়শই তাদের ব্লগ অভিজ্ঞতাটি অযৌক্তিক ব্যাকরণ এবং বানান দিয়ে শুরু করে, শ্রোতাদের উপস্থিতি সাধারণত এটি পরিবর্তন করে।",3.5199,32.5781
1908,কিছু ক্রিয়া এবং বস্তুর মধ্যে পার্থক্য করার জন্য এটি একটি গুরুত্বপূর্ণ উপায়,কিছু ক্রিয়া এবং বস্তুর মধ্যে পার্থক্য করার এটি একটি গুরুত্বপূর্ণ উপায়।,64.0712,87.6454
1752,এর ফলে দুই প্রজাতির মাছ লুপ্ত হয়ে গেছে এবং আরও দুটি প্রজাতি বিপন্ন এরমধ্যে হাম্পব্যাক চাবও আছে,"ফলস্বরূপ, দুটি মাছের প্রজাতি বিলুপ্ত হয়ে গেছে এবং আরও দুটি বিপন্ন হয়ে পড়েছে, যার মধ্যে রয়েছে হম্পব্যাক চব।",19.4962,50.1414
2005,তবে পাখির মধ্যে অনেক বিষয় রয়েছে যা এখনও যেগুলোকে ডাইনোসরের মতো দেখায়,কিন্তু পাখিদের সম্পর্কে অনেক কিছু আছে যা এখনও ডাইনোসর এর মত দেখাচ্ছে।,7.4956,28.5580
1678,অলিভার স্যাকস তার পত্রে রাষ্ট্রপতির বক্তব্যে মস্তিষ্কে ত্রুটি থাকার ফলে বক্তব্য বুঝতে অক্ষম হলেও সঠিকভাবে আন্তরিকতা মূল্যায়নে সক্ষম হওয়ার বিষয়টি ইঙ্গিত করেছেন,অলিভার স্যাক্স তার কাগজে রাষ্ট্রপতির বক্তৃতা নির্দেশ করেছিলেন যে মস্তিষ্কের ক্ষতির কারণে বক্তৃতা বুঝতে অক্ষম লোকেরা কীভাবে সত্যতা সঠিকভাবে মূল্যায়ন করতে সক্ষম হয়।,4.5046,41.2520
1701,"মনে করা হয় ছাগল প্রথম গৃহপালিত হয়েছিল প্রায় 10,000 বছর আগে ইরানের জাগ্রোস পর্বতমালায়",প্রায় দশ হাজার বছর আগে ইরানের জাগ্রোস পর্বতমালায় প্রথমবারের মতো ছাগলকে গৃহপালিত করা হয়েছিল বলে মনে হয়।,25.4598,61.3143
2001,ভ্রমণকারীদের তাদের অঞ্চলে প্রভাব সৃষ্টিকারী খারাপ আবহাওয়ার ঝুঁকি সম্পর্কে সচেতন হতে গভীর ভাবে পরামর্শ দেওয়া হচ্ছে কারণ এর ফলে আপনার ভ্রমণ সম্পর্কিত যে কোন পরিকল্পনা প্রভাবিত হতে পারে,"ভ্রমণকারীদের তাদের এলাকাকে প্রভাবিত করে এমন কোনও গুরুতর আবহাওয়ার ঝুঁকি সম্পর্কে সচেতন থাকার জন্য দৃ strongly়ভাবে পরামর্শ দেওয়া হয়, কারণ তারা কোনও ভ্রমণ পরিকল্পনাকে প্রভাবিত করতে পারে।",12.2318,48.1581
1991,ইউরোপীয় ইতিহাসের এই সময়কালে ধনী ও শক্তিশালী হয়ে ওঠা ক্যাথলিক চার্চগুলি তদন্তের আওতায় আসে,"ইউরোপীয় ইতিহাসের এই সময়কালে, ক্যাথলিক চার্চ, যা ধনী এবং শক্তিশালী হয়ে ওঠে, তার উপর নজরদারি করা হয়।",15.3168,57.7041
1895,গ্রীস সম্পর্কে জ্ঞান অস্বীকার করায় পাশ্চাত্য নিজেকে গ্রীক দার্শনিক ও বিজ্ঞানসম্মত শিকড় থেকে বিচ্ছিন্ন হওয়া শুরু করল,গ্রীক ভাষার জ্ঞান হ্রাস পাওয়ার সাথে সাথে পশ্চিম তার গ্রীক দার্শনিক ও বৈজ্ঞানিক শিকড় থেকে নিজেকে বিচ্ছিন্ন করে ফেলে।,10.6573,42.3083
1710,"""গত সপ্তাহে meti ঘোষণা করেছিল যে অ্যাপল এরকম 34 অতিরিক্ত উত্তেজিত ঘটনার তথ্য দিয়েছে যাকে সংস্থা ""গুরুতর নয়"" বলে অভিহিত করেছে।","গত সপ্তাহে, এমইটি ঘোষণা করেছিল যে অ্যাপল এটিকে ৩৪ টি অতিরিক্ত ওভারহিটিং ঘটনা সম্পর্কে অবহিত করেছিল যা কোম্পানিকে 'অ-গুরুতর' বলে অভিহিত করেছিল।",13.7350,42.3119
1975,ভ্যাটিকান সিটির জনসংখ্যা প্রায় 800 এটি বিশ্বের সবচেয়ে ক্ষুদ্রতম স্বাধীন দেশ এবং সবচেয়ে কম জবহুল দেশ,ভ্যাটিকান সিটির জনসংখ্যা প্রায় ৮০০। এটি বিশ্বের ক্ষুদ্রতম স্বাধীন দেশ এবং এর জনসংখ্যা,33.7439,62.6413
1864,মিসেস কার্চনার প্রেসিডেন্ট প্রার্থী হিসেবে লড়ার ইচ্ছা প্রকাশ করে ঘোষণা দিয়েছেন আর্জেন্টাইন থিয়েটারে একই জায়গায় যেখান থেকে সে 2005 সালে বুয়েন্স আইরেস প্রদেশের সিনেট প্রতিনিধি দলের সভ্য হওয়ার প্রচারণা শুরু করেছিলেন,"মিসেস কির্চনার আর্জেন্টিনা থিয়েটারে রাষ্ট্রপতির জন্য দৌড়ানোর ইচ্ছা প্রকাশ করেছেন, একই স্থানে তিনি বুয়েনস আইরেস প্রদেশের প্রতিনিধি দলের সদস্য হিসাবে সিনেটের জন্য তার দুই হাজার পাঁচটি প্রচারাভিযান শুরু করেছিলেন।",4.7263,41.3676
1720,গরম চকলেটটির গুনমান বেলজিয়ামের চকলেটের মতো হয়ে থাকে ফলের রস সাধারণত দামি হলেও দুর্দান্ত স্বাদের হয়ে থাকে,গরম চকোলেট বেলজিয়ামের মান অনুযায়ী। ফলের রস দামী কিন্তু চমৎকার।,4.9560,23.7971
1723,বন্দরটি ছিল 1889 সালের একটি কুখ্যাত নৌ অচলাবস্থার স্থান যখন জার্মানি যুক্তরাষ্ট্র এবং ব্রিটেন থেকে সাতটি জাহাজ বন্দরটি ছেড়ে যেতে অস্বীকার করেছিল,"১৮৮৯ সালে জার্মানি, যুক্তরাষ্ট্র ও ব্রিটেনের সাতটি জাহাজ এই বন্দর ছেড়ে চলে যেতে অস্বীকার করার পর এই বন্দরে একটি কুখ্যাত নৌযুদ্ধ সংঘটিত হয়।",6.0315,45.6809
1769,খ্রিস্টপূর্ব তৃতীয় শতাব্দীতে মিশরীয়দের দ্বারা নির্মিত গ্রেট পিরামিড হল ফারাওয়ের সম্মানে নির্মিত বহু বৃহৎ পিরামিড কাঠামোর মধ্যে একটি,"খ্রিস্টপূর্ব তৃতীয় শতাব্দীতে মিশরীয়দের দ্বারা নির্মিত, গ্রেট পিরামিড মৃত ফরৌণকে সম্মান জানাতে নির্মিত অনেক বড় পিরামিড কাঠামোর মধ্যে একটি।",33.3591,70.9605
1794,একটি সভ্যতা একটি একক সংস্কৃতি যা একটি উল্লেখযোগ্য বৃহৎ জনগোষ্ঠী ধারণ করে যারা একটি সমাজে পারস্পারিক সহযোগিতা এবং কর্মের মধ্য বসবাস করে,একটি সভ্যতা হল একটি অনন্য সংস্কৃতি যা একটি সমাজের একটি উল্লেখযোগ্য বড় গোষ্ঠী দ্বারা ভাগ করা হয় যারা সহযোগিতামূলকভাবে বাস করে এবং কাজ করে।,9.6374,48.4436
1950,উত্তরের কাছে এবং সহজে পৌঁছানো যায় এমন প্রেমময় ও আকর্ষণীয় সিন্ত্রার শহর এবং যখন এর জাঁকজমকের উজ্জ্বল বিবরণ লর্ড বাইরনের বিবৃতি দ্বারা বিদেশীদের কাছে এটি প্রসিদ্ধ করেছিল,"উত্তর দিকে এবং সহজ-প্রাপ্তির মধ্যে রয়েছে রোমান্টিক এবং আকর্ষণীয় শহর সেন্ট্রা, যা লর্ড ব্রায়ান দ্বারা রেকর্ড করা তার গৌরবের একটি উজ্জ্বল বিবরণ পরে বিদেশীদের কাছে বিখ্যাত হয়ে ওঠে।",4.5763,35.4410
1855,সিংহের গর্বিত আচরণ অনেকটা একদল নেকড়ে বা কুকুরের মতো বিস্ময়করভাবে সিংহের সাথে সাদৃশ্যপূর্ন আচরণের পশু তবে অন্যান্য বড় বিড়াল নয় এবং শিকারদের প্রতি এরা অত্যন্ত মৃত্যুবত।,"সিংহ-প্রাইডগুলি নেকড়ে বা কুকুরের প্যাকগুলির মতো কাজ করে, প্রাণীগুলি সিংহের মতোই আশ্চর্যজনকভাবে অনুরূপ, তবে অন্যান্য বড় বিড়ালের আচরণে নয় এবং তাদের শিকারদের জন্য খুব মারাত্মক।",10.6898,40.4138
1882,বিজ্ঞানীরা বুঝার আশা করে যে কিভাবে গ্রহগুলো গঠিত হয় বিশেষ করে পৃথিবী কিভাবে গঠিত হয়েছিল যেহেতু ধুমকেতুগুলো পৃথিবীর সাথে অনেক আগে সংঘর্ষ করেছিল,"বিজ্ঞানীরা আশা করছেন যে তারা বুঝতে পারবেন কিভাবে গ্রহ গঠিত হয়, বিশেষ করে কিভাবে পৃথিবী গঠিত হয় যেহেতু ধূমকেতু অনেক আগে পৃথিবীর সাথে সংঘর্ষ করেছিল।",6.9766,58.1492
1890,বেশিরভাগ আধুনিক গবেষণার টেলিস্কোপগুলি অনুকূল বায়ুমণ্ডলীয় আবহাওয়ায় প্রত্যন্ত অঞ্চলে অনেক সু্যোগ-সুবিধা প্রদান করে,বেশিরভাগ আধুনিক গবেষণা টেলিস্কোপগুলি অনুকূল বায়ুমণ্ডলীয় অবস্থার সাথে প্রত্যন্ত অঞ্চলে বিশাল সুবিধা।,17.0466,60.1122
1849,যদি তুমি ন্যাশনাল ট্রেজার সিনেমা টি দেখে থাকো তুমি হয়তো ভাবতে পারো যে সম্পদের মানচিত্র লেখা হয়েছিল স্বাধীনতা ঘোষণার পশ্চাৎ দিকে,"আপনি যদি 'ন্যাশনাল ট্রেজার' সিনেমাটি দেখে থাকেন, তাহলে মনে হতে পারে স্বাধীনতার ঘোষণার পিছনে একটি ট্রেজার ম্যাপ লেখা আছে।",2.7234,37.0280
1893,সুন্দরবন বিশ্বের সবথেকে বড় উপকূলবর্তী ম্যানগ্রোভ বন্ধনী যার পশ্চাজভূমি বাংলাদেশ এবং ভারতের উপকূলে 80 ‌কিমি 50 মাইল পর্যন্ত প্রসারিত।,সুন্দারবিন বিশ্বের বৃহত্তম উপকূলীয় ম্যানগ্রোভ বেল্ট যা উপকূল থেকে ৮০ কিলোমিটার ৫০ মাইল পর্যন্ত বাংলাদেশ এবং ভারতের অভ্যন্তরে বিস্তৃত।,10.3074,41.7428
