id,reference,hypothesis,BLEU,chrF++
1776,"""આખી રાત 150 થી 200 નકલો બનાવવામાં આવી હતી જે હવે ""ડનલેપ બ્રોડસાઇડ્સ"" તરીકે ઓળખાય.",એક પચાસ અને બેસો વચ્ચેની રાતની નકલો હવે ડનલેપ બ્રોડસાઇડ્સ તરીકે ઓળખાય છે.,6.4639,37.1071
1729,ઉદાહરણ તરીકે ઉત્તર કેરોલિનામાં આવેલ બેનેટ સ્કૂલના વિદ્યાર્થીઓ દર વર્ષે રાજ્યના પાટનગરની મુલાકાત લે છે અને એ અંગે વેબસાઈટ બનાવે છે એ વેબસાઈટ દર વર્ષે ફરી બનાવવામાં આવે છે પરંતુ તેની જૂની આવૃત્તિને સ્ક્રેપબુક તરીકે ઓનલાઇન સાચવવામાં આવે,"ઉદાહરણ તરીકે, દર વર્ષે ઉત્તર કેરોલિનામાં બેનેટ સ્કૂલના વિદ્યાર્થીઓ રાજ્યની રાજધાનીની તેમની સફર વિશે એક વેબસાઇટ ડિઝાઇન કરે છે, દર વર્ષે વેબસાઇટનું પુનર્નિર્માણ થાય છે, પરંતુ જૂના સંસ્કરણો ઓનલાઇન રાખવામાં આવે છે જે સ્ક્રૅપબુક તરીકે સેવા આપે છે.",6.9590,45.3103
1855,સિંહોના પ્રાઈડ્સ વરુ અથવા કુતરાઓના પેકની જેમ કામ કરે છે બીજા પ્રાણીઓનો વ્યવહાર પણ સિંહો જેવો હોય છે બીજી મોટી બિલાડીઓ ને છોડીને જેઓ તેમના શિકાર માટે ખુબજ ઘાતક હોય છે,"સિંહનો ગૌરવ વરુઓ અથવા કૂતરાઓના ટોળાની જેમ જ કામ કરે છે, પ્રાણીઓ આશ્ચર્યજનક રીતે સિંહો જેવા હોય છે, પરંતુ અન્ય મોટા બિલાડીઓ નથી, અને તેમના શિકાર માટે પણ ખૂબ જ ઘાતક છે.",8.5344,39.8621
1919,આ શહેર ન્યિરાગોન્ગો જ્વાળામુખી ઉપર ચઢાણ તેમજ આફ્રિકામાં કેટલાક સસ્તા પર્વતીય ગોરિલા ટ્રેકિંગ માટેનો આધાર છે,આ શહેર આફ્રિકામાં સૌથી સસ્તી પર્વત ગોરિલાની વેપાર સાથે નૈરાઇગંગો જ્વાળામુખી પર ચડવાનો આધાર પણ છે.,6.0196,35.3381
1802,ઈન્ટરનેટ સામુહિક અને આંતરવ્યક્તિક સંદેશા એમ બંનેનાં તત્વોને સંયોજિત કરે છે,ઈન્ટરનેટ સામૂહિક અને આંતરવ્યક્તિગત સંચાર બંનેના તત્વોને જોડે છે.,5.3695,46.0539
1711,આ થિયરીઓ એ બાબત તરફ જુએ છે કે કેટલાક લોકો વિશે શું છે જે તેમને જે કામ કરે છે તે ઇચ્છે છે અને તેમના વાતાવરણમાં શું કામ કરવા માટે તેઓ ને અમુક કામ ો કરવા માટે તૈયાર કરે છે અથવા ન કરે,આ લેખો ચોક્કસ લોકો વિશે શું છે તે જુઓ કે જે તેમને જે વસ્તુઓ કરે છે તે ઇચ્છે છે અને તેમના પર્યાવરણમાં શું વસ્તુઓ તેમને ચોક્કસ વસ્તુઓ કરવા અથવા ન કરવા માટે દબાણ કરશે.,25.2898,46.0888
1685,ઉદાહરણ તરીકે વિશ્વમાં સ્થિર છબીની ફોટોગ્રાફીનું સૌથી સામાન્ય ફૉર્મેટ 35 એમએમ છે જે ઍનલૉગ ફિલ્મ યુગના અંતિમ ચરણમાં ફિલ્મનું પ્રભાવી કદ હતું,"ઉદાહરણ તરીકે, વિશ્વમાં સૌથી સામાન્ય સ્થિર છબી ફોટોગ્રાફી ફોર્મેટ 35 એમએમ છે, જે એનાલોગ ફિલ્મ યુગના અંતમાં પ્રબળ ફિલ્મનું કદ હતું.",11.5254,59.9018
1992,સફારી શબ્દનો લોકોમાં પ્રચલિત અર્થ છે ખાસ કરીને સવૅના ઘાસવાળા વૃક્ષો વિનાના મેદાનમાં આફ્રિકાના અદ્ભુત વન્ય જીવો જોવા માટે જમીનની મુસાફરી કરવી,"સફારી શબ્દ લોકપ્રિય છૂટક શબ્દનો અર્થ છે, ખાસ કરીને સાવાન્નાહ પર અદભૂત આફ્રિકન વન્યજીવન જોવા માટે જમીન પર મુસાફરી.",6.6385,37.7962
2005,પણ હજી સુધી ડાયનોસોર જેવાં દેખાતાં પક્ષીઓ વિશે ઘણી વાતો છે,"પરંતુ તેના વિશે ઘણી બધી વસ્તુઓ છે, બરફ ડાયનાસોર જેવો દેખાતો હતો.",6.2856,29.3295
1982,મહિલાઓ એવી સલાહ છે કે કોઈ પણ મહિલા મુસાફરે તે પરિણીત છે તેમ જ કહેવું ભલે તેઓ પરણેલા હોય કે ન હોય,મહિલાઓ: કોઈ પણ મહિલા પ્રવાસીઓએ ભલામણ કરવામાં આવે છે કે તેઓ વાસ્તવિક લગ્નની સ્થિતિને ધ્યાનમાં લીધા વગર લગ્ન કરે છે.,9.0926,26.8070
1674,કેટલાક વિસ્તારોમાં એક મિનિટ માટે પાણી ઉકાળવું પૂરતું છે તો કેટલાકમાં કેટલીક મિનિટોની જરૂર પડે છે,"કેટલાક વિસ્તારોમાં, એક મિનિટ માટે ઉકળતા પાણી પૂરતું છે અને અન્યમાં ઘણી મિનિટની જરૂર છે.",13.6792,48.8049
1952,"જે કોઈ ઊંચા અક્ષાંશ પર અથવા પર્વતના પાસ પર વાહન ચલાવવાનો હોય તેણે બરફની શક્યતા ને ધ્યાનમાં લેવી જોઈએ,બરફ અથવા થીજી ગયેલું તાપમાન","કોઈ પણ વ્યક્તિ જે ગરમ અક્ષાંશો પર અથવા પર્વતમાળાઓ પર ડ્રાઇવિંગ કરવા જઈ રહ્યો છે તેણે બરફ, બરફ અથવા ઠંડુ તાપમાનની સંભાવનાને ધ્યાનમાં લેવી જોઈએ.",10.9249,41.6058
1752,પરિણામે બે માછલીઓની પ્રજાતિઓ લુપ્ત થઈ ગઈ છે અને બે અન્ય પ્રજાતિઓ જોખમી બની છે જેમાં હમ્પબેક ચબનો પણ સમાવેશ થાય,"પરિણામે, બે માછલીની પ્રજાતિઓ લુપ્ત થઈ ગઈ છે અને બે અન્ય ભયંકર બની ગયા છે, જેમાં હમ્પબેક ચબનો સમાવેશ થાય છે.",39.0826,66.1453
1705,"""15મી ઓગસ્ટ 1940નાં રોજ સાથી દળોએ ફ્રાન્સના દક્ષિણ ભાગ ઉપર હુમલો કર્યો હતો આક્રમણને ""ઓપરેશન ડ્રેગૂન"" તરીકે ઓળખવામાં આવ્યુ  હતું.","ઓગસ્ટ 15, 1940 ના રોજ, સાથીઓએ દક્ષિણ ફ્રાન્સ પર આક્રમણ કર્યું, અને આક્રમણને ઓપરેશન ડ્રેગન કહેવામાં આવ્યું.",2.4640,35.8351
1662,મિશ્રધાતુમાં બે કે તેથી વધારે ધાતુઓ હોય છે પિરિઓડિક ટેબલમાં ઘણાં તત્ત્વો હોય ચે તે ભૂલશો નહીં,"એલોય મૂળભૂત રીતે બે અથવા વધુ ધાતુઓનું મિશ્રણ છે, ભૂલશો નહીં કે પીરિયડિક ટેબલ પર ઘણા તત્વો છે.",4.8150,29.0060
1729,ઉદાહરણ તરીકે ઉત્તર કેરોલિનામાં આવેલ બેનેટ સ્કૂલના વિદ્યાર્થીઓ દર વર્ષે રાજ્યના પાટનગરની મુલાકાત લે છે અને એ અંગે વેબસાઈટ બનાવે છે એ વેબસાઈટ દર વર્ષે ફરી બનાવવામાં આવે છે પરંતુ તેની જૂની આવૃત્તિને સ્ક્રેપબુક તરીકે ઓનલાઇન સાચવવામાં આવે,"ઉદાહરણ તરીકે, દર વર્ષે, ઉત્તર કેરોલિનામાં બેનેટ સ્કૂલના વિદ્યાર્થીઓ રાજ્યની રાજધાનીની તેમની સફર વિશે એક વેબસાઇટ ડિઝાઇન કરે છે, દર વર્ષે વેબસાઇટનું પુનર્નિર્માણ થાય છે, પરંતુ જૂની આવૃત્તિઓ સ્ક્રેપબુક તરીકે સેવા આપવા માટે ઓનલાઇન રાખવામાં આવે છે.",7.3873,49.9832
1790,"""તેમનું કામ એટલું માન્ય ગુણવત્તા અને વિગતનું છે કે તે ફિલેટેલિસ્ટ્સમાં ""ઘરમાં જાણીતું નામ""""માંનું એક છે. કેટલાક તેના એકલા હાથે કામ લેવામાં નિષ્ણાત છે.","તેમનું કાર્ય એટલું જાણીતું ગુણવત્તા અને વિગતવાર છે કે તે ફિલાટેલિસ્ટ્સમાં ખૂબ જ ઓછા ઘરગથ્થુ નામોમાંનું એક છે, કેટલાક તેમના કાર્યને એકલા એકત્રિત કરવામાં વિશેષતા ધરાવે છે.",8.2621,46.9868
1858,રોગ ઉપરના યુએનનાં નિષ્ણાંત ડેનીયલ લેન્ટાને જણાવ્યું હતું કે મહામારી સંભવિત રીતે શાંતિ રક્ષકો દ્વારા સર્જવામાં આવી હતી,રોગ અંગે યુએન નિષ્ણાત ડેનિયલ લેન્ટિગીએ જણાવ્યું હતું કે આ રોગચાળો કદાચ શાંતિ જાળવનારાઓ દ્વારા થયો હતો.,9.5072,32.4707
1789,અન્ય નોમિનેશનમાં બેસ્ટ પિક્ચર ડાયરેક્ટર સિનેમેટોગ્રાફી કોસ્ચ્યુમ ડિઝાઇન ફિલ્મ-એડિટિંગ ઓરિજિનલ સ્કોર પ્રોડક્શન ડિઝાઇન સાઉન્ડ એડિટિંગ સાઉન્ડ મિક્સિંગ અને ઓરિજિનલ સ્ક્રીનપ્લે શામેલ,"અન્ય નોમિનેશનમાં શ્રેષ્ઠ ચિત્ર, દિગ્દર્શક, સિનેમેટોગ્રાફી, કોસ્ચ્યુમ ડિઝાઇન, ફિલ્મ સંપાદન, મૂળ સ્કોર, પ્રોડક્શન ડિઝાઇન, સાઉન્ડ એડિટિંગ, સાઉન્ડ મિક્સિંગ અને મૂળ પટકથાનો સમાવેશ થાય છે.",7.9383,51.4556
1909,વાસ્તવિક ટીમો પણ પરંપરાગત ટીમોની સમાન જ શ્રેષ્ઠતાના ધોરણો ધરાવે છે પરંતુ તેમાં સુક્ષમ અંતર છે,વર્ચ્યુઅલ ટીમો પરંપરાગત ટીમોની જેમ જ શ્રેષ્ઠતાના ધોરણમાં રાખવામાં આવે છે પરંતુ ત્યાં સૂક્ષ્મ તફાવતો છે.,8.5130,48.5138
1897,ઉત્તરમાં આ વિસ્તાર સાહેલ અને એટલાન્ટિક મહાસાગરની દક્ષિણે અને પશ્ચિમમાં બંધાયેલો,"ઉત્તરમાં, આ પ્રદેશ સાહેલ દ્વારા અને દક્ષિણ અને પશ્ચિમમાં એટલાન્ટિક મહાસાગર દ્વારા સીમિત છે.",6.6901,49.5478
1680,એક સારા ગોળાકાર રમતવીર વાઘ ચઢાણ કરી શકે છે જોકે સંપૂર્ણપણે નહીં તરી શકે લાંબો કૂદકો મારી શકે અને મજબૂત માણસની શક્તિ કરતાં 5 ગણી શક્તિ સાથે ખેંછી શકે છે,"એક સારી રીતે ગોળાકાર રમતવીર, વાઘ ચઢી શકે છે, જોકે સારી રીતે નહીં, તરી શકે છે, મહાન અંતર કૂદકો અને મજબૂત માનવની પાંચ ગણી બળ સાથે ખેંચી શકે છે.",5.5585,41.5247
1953,તેને અંતમાં કેમ્બ્રિજમાં આવેલ એડનબ્રૂકની હોસ્પિટલમાં સ્થળાંતરિત કરવામાં આવ્યો હતો,ત્યારબાદ તેમને કેમ્બ્રિજમાં એડેનબ્રૂક્સ હોસ્પિટલમાં ખસેડવામાં આવ્યા હતા.,5.0736,36.9494
1740,પિરામિડનો અવાજ અને પ્રકાશ શો બાળકોના વિસ્તારમાં સૌથી વધુ રસપ્રદ વસ્તુઓમાંની એક છે,પિરામિડ સાઉન્ડ એન્ડ લાઇટ શો એ બાળકો માટે આ વિસ્તારમાં સૌથી રસપ્રદ વસ્તુઓમાંની એક છે.,18.9224,53.7005
1717,અંડરવોટર ટોપોલોજીને કારણે રિટર્ન ફ્લો કેટલાક ઊંડા વિભાગોમાં કેન્દ્રિત થાય છે અને ત્યાં ઊંડા પાણીનો ઝડપી પ્રવાહ બની શકે છે,"અંડરવોટર ટોપોલોજીને કારણે, રીટર્ન ફ્લો થોડા ઊંડા વિભાગોમાં કેન્દ્રિત છે અને ત્યાં ઊંડા પાણીમાં ઝડપી પ્રવાહ રચાય છે.",24.9140,67.8362
1987,આ અકસ્માત પહાડી પ્રદેશમાં ખૂબ ઊંચાઈ પર થયો અને તે પ્રતિકૂળ આગના પરિણામે થયો હોવાનું માનવામાં આવી રહ્યું છે,આ અકસ્માત પર્વતીય ભૂપ્રદેશમાં ઊંચા સ્તરે થયો હતો અને એવું માનવામાં આવે છે કે તે દુશ્મન આગનું પરિણામ હતું.,5.2375,37.6247
1990,બ્લૉગ્સ વિદ્યાર્થીના લેખનમાં સુધારો કરવામાં મદદ કરી શકે છે વિદ્યાર્થીઓ ઘણી વાર નબળા વ્યાકરણ અને જોડણી સાથે તેમના બ્લૉગ્સના અનુભવની શરૂઆત કરે છે પરંતુ પ્રેક્ષકોની હાજરી સામાન્ય રીતે તેમાં ફેરફાર લાવે છે,"બ્લોગ્સ વિદ્યાર્થી લેખન સુધારવા માટે પણ મદદ કરી શકે છે, જ્યારે વિદ્યાર્થીઓ ઘણીવાર તેમના બ્લોગ અનુભવને લઘુચિત્ર વ્યાકરણ અને જોડણી સાથે શરૂ કરે છે, પ્રેક્ષકોની હાજરી સામાન્ય રીતે તે બદલાય છે.",22.8984,56.1256
1908,કેટલાંક ક્રિયાપદો અને વસ્તુઓ વચ્ચે ભેદ પાડવાનો આ એક મહત્ત્વનો માર્ગ છે,આ કેટલાક ક્રિયાપદો અને વસ્તુઓ વચ્ચે તફાવત કરવાની એક મહત્વપૂર્ણ રીત છે.,22.2425,50.9200
1752,પરિણામે બે માછલીઓની પ્રજાતિઓ લુપ્ત થઈ ગઈ છે અને બે અન્ય પ્રજાતિઓ જોખમી બની છે જેમાં હમ્પબેક ચબનો પણ સમાવેશ થાય,"પરિણામે, બે માછલીની પ્રજાતિઓ લુપ્ત થઈ ગઈ છે અને બે અન્ય ભયંકર બની ગયા છે, જેમાં હમ્પબેક ચબનો સમાવેશ થાય છે.",39.0826,66.1453
2005,પણ હજી સુધી ડાયનોસોર જેવાં દેખાતાં પક્ષીઓ વિશે ઘણી વાતો છે,પરંતુ પક્ષીઓ વિશે ઘણી બધી વસ્તુઓ છે જે હજુ પણ ડાયનાસોર જેવી દેખાય છે.,11.1149,40.2287
1678,તેમના પેપર પ્રેસિડેન્ટ્સ સ્પીચમાં ઓલિવર સેક્સએ સંકેત આપ્યો હતો કે જે લોકો મગજના નુકસાનને કારણે ભાષણ સમજવામાં અસમર્થ છે તેમ છતાં નિષ્ઠાપૂર્વક આકારણી કરવા માટે સચોટ છે,ઓલિવર સેક્સે તેમના કાગળ ધ પ્રેસિડેન્ટ્સ સ્પીચમાં સૂચવ્યું હતું કે મગજના નુકસાનને કારણે ભાષણને સમજી શકનારા લોકો કેવી રીતે નિષ્ઠાનું સચોટ મૂલ્યાંકન કરી શકે છે.,7.9242,42.3655
1701,"બકરાઓનું સૌ પ્રથમ પાલન આશરે 10,000 વર્ષ પહેલાં ઇરાનના ઝેગ્રોસ પર્વતમાળા કરવામાં આવ્યું હોય તેવું લાગે છે",ઇરાનના ઝાગ્રોસ પર્વતોમાં આશરે દસ હજાર વર્ષ પહેલાં બકરાને પ્રથમ વખત પાળવામાં આવ્યા હોવાનું જણાય છે.,6.0196,37.8719
2001,પ્રવાસીઓને તેમના વિસ્તારને અસર કરતાં ખરાબ હવામાનના કોઈપણ જોખમ વિશે જાગૃત રહેવાની કડક સલાહ આપવામાં આવે છે કારણ કે તેઓ કોઈ પણ મુસાફરી યોજનાઓને અસર કરી શકે છે,"મુસાફરોને તેમના વિસ્તારને અસર કરતા કોઈ પણ ગંભીર હવામાનના જોખમોથી પરિચિત રહેવાની સલાહ આપવામાં આવે છે, કારણ કે તે કોઈપણ મુસાફરી યોજનાઓને અસર કરી શકે છે.",34.1966,65.8087
1991,યુરોપિયન ઇતિહાસના આ સમય દરમિયાન કેથોલિક ચર્ચ કે જે સમૃદ્ધ અને શક્તિશાળી બન્યું હતું  તે બારીક તપાસ હેઠળ આવ્યુ હતું,"યુરોપિયન ઇતિહાસના આ સમયગાળા દરમિયાન, કેથોલિક ચર્ચ, જે સમૃદ્ધ અને શક્તિશાળી બન્યું હતું, તેની તપાસ કરવામાં આવી હતી.",30.7026,63.5938
1895,ગ્રીકનું જ્ઞાન ઘટી જતાં પશ્ચિમે પોતાને તેના ગ્રીક દાર્શનિક અને વૈજ્ઞાનિક મૂળિયાંથી અળગાં થયાનું જાણ્યું,"જેમ જેમ ગ્રીકનું જ્ઞાન ઘટી ગયું તેમ, પશ્ચિમે પોતાને તેના ગ્રીક ફિલોસોફિકલ અને વૈજ્ઞાનિક મૂળમાંથી કાપી નાખ્યું.",20.4282,56.0691
1710,"""ગયા અઠવાડિયે એમઈટીઆઈએ જાહેરાત કરી હતી કે એપલે તેને 34 વધુ પડતી ગરમીની ઘટનાઓની જાણકારી આપી હતી જેને કંપનીએ ""બિન-ગંભીર"" કહ્યું હતું.","ગયા અઠવાડિયે, એમટીએ જાહેરાત કરી હતી કે એપલે તેને 34 વધારાની ઓવરહીટિંગ ઘટનાઓ વિશે જાણ કરી હતી, જેને કંપનીએ 'નોન-સીરીયસ' ગણાવી હતી.",27.6419,47.7465
1975,વેટિકન સિટીની વસ્તી 800 ની આસપાસ છે તે વિશ્વનો સૌથી નાનો સ્વતંત્ર દેશ છે અને સૌથી ઓછી વસ્તી ધરાવતો દેશ,"વેટિકન સિટીની વસ્તી લગભગ આઠસો છે, તે વિશ્વનો સૌથી નાનો સ્વતંત્ર દેશ છે અને વસ્તી",43.0942,61.7079
1864,શ્રીમતી કિર્ચનરે આર્જેન્ટિના થિયેટરમાં રાષ્ટ્રપતિ પદ માટેના ઇરાદાની ઘોષણા કરી હતી તે જ સ્થાન પર તેમણે બ્યુનોસ એરેસ પ્રાંતના પ્રતિનિધિ મંડળના સભ્ય તરીકે સેનેટ માટે 2005 ના અભિયાનની શરૂઆત કરી હતી,"મિસીસ કિર્ચેનરે આર્જેન્ટિના થિયેટરમાં રાષ્ટ્રપતિ પદ માટે દોડવાનો ઇરાદો જાહેર કર્યો, તે જ સ્થાન જ્યાં તેમણે બ્યુનોસ એરેસ પ્રાંતના પ્રતિનિધિમંડળના સભ્ય તરીકે સેનેટ માટે તેમની 2000 ની ઝુંબેશ શરૂ કરી હતી.",25.6996,62.8098
1720,હોટ ચોકલેટ બેલ્જિયનના ધોરણો સુધી જ છે ફળોનો રસ કિંમતી છે પરંતુ ઉત્તમ પણ,ગરમ ચોકલેટ બેલ્જિયન ધોરણો સુધી છે. ફળના રસ મોંઘા છે પરંતુ ઉત્તમ છે.,13.8344,51.0188
1723,1889માં જ્યારે જર્મની અમેરિકા અને બ્રિટનના સાત જહાજોએ બંદર છોડવાનું નકાર્યું ત્યારે બંદર નૌકાદળની કુખ્યાત કાર્યબંધીનું સ્થાન બન્યું,"આ બંદર 1889 માં એક કુખ્યાત નૌકાદળની અથડામણનું સ્થળ હતું જ્યારે જર્મની, યુ. એસ. અને બ્રિટનના સાત જહાજોએ બંદર છોડવાનો ઇનકાર કર્યો હતો.",16.3365,52.0769
1769,ઇસ્વી સન પૂર્વે ત્રીજી સદીમાં ઇજિપ્તના લોકોએ બાંધેલો ગ્રેટ પિરામિડ ફરાઓના માનમાં બાંધવામાં આવેલા અનેક વિશાળ પિરામિડોમાંનો એક છે,"ઇજિપ્તવાસીઓ દ્વારા ત્રીજી સદી બીસીઇમાં બાંધવામાં આવેલું, ગ્રેટ પિરામિડ મૃત ફારુનના સન્માનમાં બાંધવામાં આવેલી ઘણી મોટી પિરામિડ માળખાઓમાંનું એક છે.",5.4065,40.8911
1794,એક સભ્યતા એ લોકોના નોંધપાત્ર મોટા સમૂહ દ્વારા આદાન-પ્રદાન થતી સંસ્કૃતિ છે કે જેઓ એક સમાજમાં રહે છે અને સહકારપૂર્વક કામ કરે છે,એક સંસ્કૃતિ એ એક અનન્ય સંસ્કૃતિ છે જે લોકોના નોંધપાત્ર મોટા જૂથ દ્વારા વહેંચવામાં આવે છે જે સહકારી રીતે રહે છે અને કામ કરે છે - એક સમાજ.,12.8928,49.6774
1950,ઉત્તરે અને એકદમ નજીકમાં રોમાન્ટિક અને મનમોહક સિન્ત્ર શહેર આવેલું છે જે લૉર્ડ બાયરને તેના ઝળહળતા વૈભવનો અહેવાલ આપ્યો ત્યાર પછી વિદેશીઓમાં પ્રસિદ્ધ થયું,"ઉત્તરમાં અને સરળ પહોંચની અંદર રોમેન્ટિક અને રસપ્રદ શહેર છે, જે લોર્ડ બ્રાયન દ્વારા રેકોર્ડ કરવામાં આવેલા તેના ભવ્યતા પછી વિદેશીઓને પ્રખ્યાત બનાવવામાં આવ્યું હતું.",2.2574,27.4661
1855,સિંહોના પ્રાઈડ્સ વરુ અથવા કુતરાઓના પેકની જેમ કામ કરે છે બીજા પ્રાણીઓનો વ્યવહાર પણ સિંહો જેવો હોય છે બીજી મોટી બિલાડીઓ ને છોડીને જેઓ તેમના શિકાર માટે ખુબજ ઘાતક હોય છે,"સિંહના શિકારીઓ વરુ અથવા કૂતરાના ટોળાની જેમ કામ કરે છે, પ્રાણીઓ આશ્ચર્યજનક રીતે સિંહો જેવા હોય છે, પરંતુ અન્ય મોટા બિલાડીઓ વર્તનમાં નથી, અને તેમના શિકાર માટે ખૂબ જ ઘાતક છે.",12.5827,41.5689
1882,વિજ્ઞાનીઓ ગ્રહોની રચના કેવી રીતે થાય છે એ સમજવાના પ્રયાસ કરે છે ખાસ કરીને પૃથ્વીના નિર્માણને લઈને કારણ કે ધૂમકેતુઓ પૃથ્વી સાથે ઘણા સમય પહેલા ટકરાયા હતા,"વિજ્ઞાન એ સમજવાની આશા રાખે છે કે ગ્રહો કેવી રીતે રચાય છે, ખાસ કરીને કેવી રીતે પૃથ્વી રચાય છે કારણ કે ધૂમકેતુઓ લાંબા સમય પહેલા પૃથ્વી સાથે અથડામણ કરે છે.",8.8315,48.0707
1890,મોટા ભાગના આધુનિક સંશોધન ટેલિસ્કોપ અનુકૂળ વાતાવરણ ધરાવતા અંતરિયાળ વિસ્તારોમાં વિશાળ સુવિધાઓ છે,મોટાભાગના આધુનિક સંશોધન ટેલિસ્કોપ અનુકૂળ વાતાવરણીય પરિસ્થિતિઓ સાથે દૂરના વિસ્તારોમાં વિશાળ સુવિધાઓ છે.,35.5567,73.2940
1849,જો તમે નેશનલ ટ્રેઝર નામક ફિલ્મ જોઈ હશે તો તમને લાગતુ હશે કે ડીક્લેરેશન ઓફ ઇંડિપેંડેન્સના પાછળ ટ્રેઝર મૅપ એટલે કે ખજાનાનો નકશો દોરેલો હશે,"જો તમે ફિલ્મ નેશનલ ટ્રેઝર જોયો હોય, તો તમને લાગે છે કે સ્વતંત્રતા ઘોષણાપત્રની પાછળ એક ખજાનો નકશો લખાયેલો છે.",5.9317,30.8248
